Individuo | Variable | Mascara | Original | Mutado | Noise | Lower | Upper
161       | 24       | 0       | -12.6144 | -12.6144 | 0.6527   | -20.0000 | 0.0000  
161       | 25       | 0       | 519.5098 | 519.5098 | 1.6064   | -600.0000 | 600.0000
161       | 26       | 0       | -74.0061 | -74.0061 | -1.6561  | -400.0000 | 200.0000
161       | 27       | 1       | -8.9821  | -10.4744 | -1.4923  | -20.0000 | 0.0000  
161       | 28       | 0       | 0.0000   | 0.0000   | -2.4562  | -600.0000 | 600.0000
161       | 29       | 0       | 0.0000   | 0.0000   | 1.4662   | -400.0000 | 200.0000
161       | 30       | 0       | 0.0000   | 0.0000   | -4.3366  | -20.0000 | 0.0000  

162       | 1        | 0       | 0.0000   | 0.0000   | 0.5280   | -600.0000 | 600.0000
162       | 2        | 0       | 0.0000   | 0.0000   | -0.8146  | -400.0000 | 200.0000
162       | 3        | 0       | 0.0000   | 0.0000   | -1.0759  | -20.0000 | 0.0000  
162       | 4        | 0       | -135.6780 | -135.6780 | -1.2701  | -600.0000 | 600.0000
162       | 5        | 0       | -130.7838 | -130.7838 | -4.0530  | -400.0000 | 200.0000
162       | 6        | 1       | -15.2491 | -15.5421 | -0.2929  | -20.0000 | 0.0000  
162       | 7        | 0       | -152.0979 | -152.0979 | -0.7721  | -600.0000 | 600.0000
162       | 8        | 1       | -263.6382 | -265.2314 | -1.5932  | -400.0000 | 200.0000
162       | 9        | 1       | -18.5361 | -19.4129 | -0.8768  | -20.0000 | 0.0000  
162       | 10       | 1       | 163.1284 | 164.3369 | 1.2085   | -600.0000 | 600.0000
162       | 11       | 1       | -40.4187 | -40.8993 | -0.4805  | -400.0000 | 200.0000
162       | 12       | 0       | -16.8290 | -16.8290 | 0.0656   | -20.0000 | 0.0000  
162       | 13       | 0       | 249.7451 | 249.7451 | -0.5119  | -600.0000 | 600.0000
162       | 14       | 1       | -127.9767 | -127.8504 | 0.1263   | -400.0000 | 200.0000
162       | 15       | 1       | -7.5498  | -6.8341  | 0.7157   | -20.0000 | 0.0000  
162       | 16       | 0       | -270.3222 | -270.3222 | -0.6054  | -600.0000 | 600.0000
162       | 17       | 0       | -158.5558 | -158.5558 | 1.0999   | -400.0000 | 200.0000
162       | 18       | 1       | -11.5634 | -5.5959  | 5.9675   | -20.0000 | 0.0000  
162       | 19       | 0       | -56.6531 | -56.6531 | 0.5563   | -600.0000 | 600.0000
162       | 20       | 0       | -315.4858 | -315.4858 | -3.4513  | -400.0000 | 200.0000
162       | 21       | 0       | -15.4949 | -15.4949 | -0.4563  | -20.0000 | 0.0000  
162       | 22       | 1       | -3.3866  | -4.5980  | -1.2114  | -600.0000 | 600.0000
162       | 23       | 1       | -148.8789 | -151.2027 | -2.3238  | -400.0000 | 200.0000
162       | 24       | 0       | -1.7031  | -1.7031  | -0.9900  | -20.0000 | 0.0000  
162       | 25       | 1       | -76.3762 | -75.2369 | 1.1394   | -600.0000 | 600.0000
162       | 26       | 0       | 13.9884  | 13.9884  | -0.7771  | -400.0000 | 200.0000
162       | 27       | 1       | -14.8512 | -14.4495 | 0.4017   | -20.0000 | 0.0000  
162       | 28       | 0       | 0.0000   | 0.0000   | -1.4418  | -600.0000 | 600.0000
162       | 29       | 0       | 0.0000   | 0.0000   | 2.2947   | -400.0000 | 200.0000
162       | 30       | 0       | 0.0000   | 0.0000   | -1.1668  | -20.0000 | 0.0000  

163       | 1        | 0       | 0.0000   | 0.0000   | 0.6112   | -600.0000 | 600.0000
163       | 2        | 0       | 0.0000   | 0.0000   | -0.2342  | -400.0000 | 200.0000
163       | 3        | 0       | 0.0000   | 0.0000   | 1.1094   | -20.0000 | 0.0000  
163       | 4        | 0       | -248.7852 | -248.7852 | 1.9443   | -600.0000 | 600.0000
163       | 5        | 1       | 146.4621 | 148.3643 | 1.9022   | -400.0000 | 200.0000
163       | 6        | 1       | -2.7733  | -5.2719  | -2.4987  | -20.0000 | 0.0000  
163       | 7        | 0       | 367.7528 | 367.7528 | 2.3358   | -600.0000 | 600.0000
163       | 8        | 0       | -390.0016 | -390.0016 | -0.3780  | -400.0000 | 200.0000
163       | 9        | 0       | -2.4596  | -2.4596  | -0.3386  | -20.0000 | 0.0000  
163       | 10       | 0       | 303.3200 | 303.3200 | 0.0357   | -600.0000 | 600.0000
163       | 11       | 0       | -30.1278 | -30.1278 | 0.9561   | -400.0000 | 200.0000
163       | 12       | 0       | -8.6382  | -8.6382  | -1.0037  | -20.0000 | 0.0000  
163       | 13       | 0       | -344.4430 | -344.4430 | -2.8233  | -600.0000 | 600.0000
163       | 14       | 1       | -318.1771 | -319.6271 | -1.4500  | -400.0000 | 200.0000
163       | 15       | 1       | -15.2938 | -14.4385 | 0.8553   | -20.0000 | 0.0000  
163       | 16       | 0       | -177.4149 | -177.4149 | -1.6944  | -600.0000 | 600.0000
163       | 17       | 0       | -43.4268 | -43.4268 | -2.6369  | -400.0000 | 200.0000
163       | 18       | 1       | -10.9856 | -10.6995 | 0.2861   | -20.0000 | 0.0000  
163       | 19       | 1       | -213.6362 | -216.7211 | -3.0848  | -600.0000 | 600.0000
163       | 20       | 0       | -273.6643 | -273.6643 | 0.7270   | -400.0000 | 200.0000
163       | 21       | 0       | -12.9896 | -12.9896 | -1.7972  | -20.0000 | 0.0000  
163       | 22       | 1       | -154.1749 | -155.8344 | -1.6595  | -600.0000 | 600.0000
163       | 23       | 0       | -360.4488 | -360.4488 | 2.1429   | -400.0000 | 200.0000
163       | 24       | 0       | -12.6085 | -12.6085 | 2.1845   | -20.0000 | 0.0000  
163       | 25       | 0       | -42.9138 | -42.9138 | 0.5974   | -600.0000 | 600.0000
163       | 26       | 1       | 36.4353  | 36.7194  | 0.2840   | -400.0000 | 200.0000
163       | 27       | 0       | -6.9997  | -6.9997  | 0.0498   | -20.0000 | 0.0000  
163       | 28       | 0       | 0.0000   | 0.0000   | -2.8210  | -600.0000 | 600.0000
163       | 29       | 0       | 0.0000   | 0.0000   | -3.5349  | -400.0000 | 200.0000
163       | 30       | 0       | 0.0000   | 0.0000   | 0.3114   | -20.0000 | 0.0000  

164       | 1        | 0       | 0.0000   | 0.0000   | 4.9543   | -600.0000 | 600.0000
164       | 2        | 0       | 0.0000   | 0.0000   | -1.9876  | -400.0000 | 200.0000
164       | 3        | 0       | 0.0000   | 0.0000   | -1.2496  | -20.0000 | 0.0000  
164       | 4        | 0       | -250.7774 | -250.7774 | 0.4695   | -600.0000 | 600.0000
164       | 5        | 1       | 147.1332 | 144.8757 | -2.2575  | -400.0000 | 200.0000
164       | 6        | 0       | -4.9208  | -4.9208  | -4.5672  | -20.0000 | 0.0000  
164       | 7        | 1       | 364.1220 | 365.7936 | 1.6716   | -600.0000 | 600.0000
164       | 8        | 0       | -390.0016 | -390.0016 | 1.6641   | -400.0000 | 200.0000
164       | 9        | 1       | -5.0340  | -8.0478  | -3.0137  | -20.0000 | 0.0000  
164       | 10       | 0       | 272.0052 | 272.0052 | -2.2177  | -600.0000 | 600.0000
164       | 11       | 0       | -217.1493 | -217.1493 | -0.5129  | -400.0000 | 200.0000
164       | 12       | 0       | -2.1240  | -2.1240  | -0.9331  | -20.0000 | 0.0000  
164       | 13       | 0       | -264.3851 | -264.3851 | 3.4653   | -600.0000 | 600.0000
164       | 14       | 0       | 123.6523 | 123.6523 | 0.3133   | -400.0000 | 200.0000
164       | 15       | 0       | -17.7484 | -17.7484 | 0.3956   | -20.0000 | 0.0000  
164       | 16       | 0       | -79.8333 | -79.8333 | -0.5571  | -600.0000 | 600.0000
164       | 17       | 1       | 200.0000 | 200.0000 | 0.3048   | -400.0000 | 200.0000
164       | 18       | 0       | -8.8188  | -8.8188  | 0.0866   | -20.0000 | 0.0000  
164       | 19       | 1       | -214.6054 | -214.9092 | -0.3038  | -600.0000 | 600.0000
164       | 20       | 0       | -271.0507 | -271.0507 | 0.0115   | -400.0000 | 200.0000
164       | 21       | 0       | -9.4839  | -9.4839  | 1.5217   | -20.0000 | 0.0000  
164       | 22       | 0       | -153.4597 | -153.4597 | -3.8666  | -600.0000 | 600.0000
164       | 23       | 0       | -358.7718 | -358.7718 | 1.6503   | -400.0000 | 200.0000
164       | 24       | 0       | -10.5307 | -10.5307 | 0.7035   | -20.0000 | 0.0000  
164       | 25       | 0       | -42.9138 | -42.9138 | -0.8696  | -600.0000 | 600.0000
164       | 26       | 0       | 36.5068  | 36.5068  | 1.0226   | -400.0000 | 200.0000
164       | 27       | 1       | -6.8654  | -7.8750  | -1.0096  | -20.0000 | 0.0000  
164       | 28       | 0       | 0.0000   | 0.0000   | -2.4759  | -600.0000 | 600.0000
164       | 29       | 0       | 0.0000   | 0.0000   | -4.1283  | -400.0000 | 200.0000
164       | 30       | 0       | 0.0000   | 0.0000   | 1.9235   | -20.0000 | 0.0000  

165       | 1        | 0       | 0.0000   | 0.0000   | 0.6226   | -600.0000 | 600.0000
165       | 2        | 0       | 0.0000   | 0.0000   | -0.4757  | -400.0000 | 200.0000
165       | 3        | 0       | 0.0000   | 0.0000   | -0.9467  | -20.0000 | 0.0000  
165       | 4        | 1       | -256.1505 | -255.9950 | 0.1555   | -600.0000 | 600.0000
165       | 5        | 0       | -41.5246 | -41.5246 | 2.8695   | -400.0000 | 200.0000
165       | 6        | 0       | -19.3900 | -19.3900 | 3.8809   | -20.0000 | 0.0000  
165       | 7        | 0       | -554.2659 | -554.2659 | -2.4217  | -600.0000 | 600.0000
165       | 8        | 0       | 93.5603  | 93.5603  | -5.0047  | -400.0000 | 200.0000
165       | 9        | 1       | -13.8462 | -11.7077 | 2.1384   | -20.0000 | 0.0000  
165       | 10       | 0       | -447.5274 | -447.5274 | 1.6605   | -600.0000 | 600.0000
165       | 11       | 0       | -86.6540 | -86.6540 | -1.4676  | -400.0000 | 200.0000
165       | 12       | 1       | -2.6898  | -4.4380  | -1.7482  | -20.0000 | 0.0000  
165       | 13       | 1       | -537.7970 | -541.8162 | -4.0191  | -600.0000 | 600.0000
165       | 14       | 0       | -70.6848 | -70.6848 | 0.2444   | -400.0000 | 200.0000
165       | 15       | 0       | -14.2473 | -14.2473 | 0.4795   | -20.0000 | 0.0000  
165       | 16       | 0       | -170.1782 | -170.1782 | -1.4611  | -600.0000 | 600.0000
165       | 17       | 1       | 190.4245 | 187.0325 | -3.3920  | -400.0000 | 200.0000
165       | 18       | 0       | -7.4306  | -7.4306  | 1.7582   | -20.0000 | 0.0000  
165       | 19       | 1       | -312.9988 | -312.3271 | 0.6718   | -600.0000 | 600.0000
165       | 20       | 0       | -338.9305 | -338.9305 | 0.9693   | -400.0000 | 200.0000
165       | 21       | 0       | -17.2944 | -17.2944 | 3.4157   | -20.0000 | 0.0000  
165       | 22       | 1       | -304.8507 | -309.1960 | -4.3453  | -600.0000 | 600.0000
165       | 23       | 0       | -304.6080 | -304.6080 | -0.1785  | -400.0000 | 200.0000
165       | 24       | 1       | -17.1003 | -19.2481 | -2.1479  | -20.0000 | 0.0000  
165       | 25       | 0       | -81.2601 | -81.2601 | 0.1214   | -600.0000 | 600.0000
165       | 26       | 0       | 13.3563  | 13.3563  | 1.1483   | -400.0000 | 200.0000
165       | 27       | 1       | -13.3741 | -9.2937  | 4.0804   | -20.0000 | 0.0000  
165       | 28       | 0       | 0.0000   | 0.0000   | -1.4531  | -600.0000 | 600.0000
165       | 29       | 0       | 0.0000   | 0.0000   | 0.9380   | -400.0000 | 200.0000
165       | 30       | 0       | 0.0000   | 0.0000   | 0.5088   | -20.0000 | 0.0000  

166       | 1        | 0       | 0.0000   | 0.0000   | -1.2995  | -600.0000 | 600.0000
166       | 2        | 0       | 0.0000   | 0.0000   | -2.2641  | -400.0000 | 200.0000
166       | 3        | 0       | 0.0000   | 0.0000   | 2.1042   | -20.0000 | 0.0000  
166       | 4        | 0       | -66.2645 | -66.2645 | -0.6989  | -600.0000 | 600.0000
166       | 5        | 0       | -335.0301 | -335.0301 | -0.8932  | -400.0000 | 200.0000
166       | 6        | 1       | -8.2448  | -6.3008  | 1.9440   | -20.0000 | 0.0000  
166       | 7        | 1       | 555.5432 | 552.6587 | -2.8845  | -600.0000 | 600.0000
166       | 8        | 0       | -60.3874 | -60.3874 | -0.8115  | -400.0000 | 200.0000
166       | 9        | 0       | -13.0545 | -13.0545 | -0.0659  | -20.0000 | 0.0000  
166       | 10       | 0       | 96.5611  | 96.5611  | 2.6418   | -600.0000 | 600.0000
166       | 11       | 0       | -313.3769 | -313.3769 | 0.0224   | -400.0000 | 200.0000
166       | 12       | 0       | -11.1191 | -11.1191 | -0.6967  | -20.0000 | 0.0000  
166       | 13       | 0       | 186.8174 | 186.8174 | -1.6081  | -600.0000 | 600.0000
166       | 14       | 0       | -106.7002 | -106.7002 | -0.4078  | -400.0000 | 200.0000
166       | 15       | 1       | -9.9136  | -9.4353  | 0.4783   | -20.0000 | 0.0000  
166       | 16       | 0       | 407.4138 | 407.4138 | -0.1848  | -600.0000 | 600.0000
166       | 17       | 0       | -297.9748 | -297.9748 | 1.2653   | -400.0000 | 200.0000
166       | 18       | 0       | -19.6171 | -19.6171 | 1.2208   | -20.0000 | 0.0000  
166       | 19       | 1       | 336.2719 | 335.7570 | -0.5149  | -600.0000 | 600.0000
166       | 20       | 0       | -34.1815 | -34.1815 | 3.2120   | -400.0000 | 200.0000
166       | 21       | 0       | -6.0072  | -6.0072  | 1.0202   | -20.0000 | 0.0000  
166       | 22       | 0       | 447.5350 | 447.5350 | 0.3341   | -600.0000 | 600.0000
166       | 23       | 0       | 36.6995  | 36.6995  | -2.0062  | -400.0000 | 200.0000
166       | 24       | 0       | -1.8048  | -1.8048  | 1.3050   | -20.0000 | 0.0000  
166       | 25       | 0       | 187.9387 | 187.9387 | -0.4074  | -600.0000 | 600.0000
166       | 26       | 0       | 14.1549  | 14.1549  | -1.6926  | -400.0000 | 200.0000
166       | 27       | 1       | -3.0161  | -1.0328  | 1.9833   | -20.0000 | 0.0000  
166       | 28       | 0       | 0.0000   | 0.0000   | 2.4659   | -600.0000 | 600.0000
166       | 29       | 0       | 0.0000   | 0.0000   | -1.0605  | -400.0000 | 200.0000
166       | 30       | 0       | 0.0000   | 0.0000   | -1.1693  | -20.0000 | 0.0000  

167       | 1        | 0       | 0.0000   | 0.0000   | -2.4593  | -600.0000 | 600.0000
167       | 2        | 0       | 0.0000   | 0.0000   | 1.3378   | -400.0000 | 200.0000
167       | 3        | 0       | 0.0000   | 0.0000   | -2.1220  | -20.0000 | 0.0000  
167       | 4        | 1       | 0.4313   | 4.7155   | 4.2842   | -600.0000 | 600.0000
167       | 5        | 1       | 14.3237  | 13.2405  | -1.0832  | -400.0000 | 200.0000
167       | 6        | 0       | -6.0573  | 0.0000   | 129.2980 | -20.0000 | 0.0000  
167       | 7        | 0       | 178.3667 | 178.3667 | -1.5335  | -600.0000 | 600.0000
167       | 8        | 0       | -233.6458 | -233.6458 | 0.9408   | -400.0000 | 200.0000
167       | 9        | 0       | -16.8759 | -16.8759 | 3.5055   | -20.0000 | 0.0000  
167       | 10       | 0       | 371.2334 | 371.2334 | -0.0729  | -600.0000 | 600.0000
167       | 11       | 0       | 86.0680  | 86.0680  | 1.2655   | -400.0000 | 200.0000
167       | 12       | 0       | -2.6586  | -2.6586  | 0.4595   | -20.0000 | 0.0000  
167       | 13       | 0       | 495.8887 | 495.8887 | -1.0630  | -600.0000 | 600.0000
167       | 14       | 0       | -93.1946 | -93.1946 | -0.8549  | -400.0000 | 200.0000
167       | 15       | 0       | -9.9697  | -9.9697  | -3.1236  | -20.0000 | 0.0000  
167       | 16       | 1       | 357.9542 | 356.0246 | -1.9296  | -600.0000 | 600.0000
167       | 17       | 0       | -10.0216 | -10.0216 | -0.9430  | -400.0000 | 200.0000
167       | 18       | 1       | -5.9607  | -6.6599  | -0.6992  | -20.0000 | 0.0000  
167       | 19       | 0       | -213.8682 | -213.8682 | -2.7720  | -600.0000 | 600.0000
167       | 20       | 0       | -271.0507 | -271.0507 | -0.2888  | -400.0000 | 200.0000
167       | 21       | 1       | -12.9896 | -11.0542 | 1.9354   | -20.0000 | 0.0000  
167       | 22       | 0       | -479.2350 | -479.2350 | -1.1554  | -600.0000 | 600.0000
167       | 23       | 0       | -256.0755 | -256.0755 | 1.5146   | -400.0000 | 200.0000
167       | 24       | 0       | -17.1606 | -17.1606 | 3.0853   | -20.0000 | 0.0000  
167       | 25       | 0       | 42.6014  | 42.6014  | -3.5142  | -600.0000 | 600.0000
167       | 26       | 0       | -106.9026 | -106.9026 | 1.6872   | -400.0000 | 200.0000
167       | 27       | 1       | -11.9623 | -11.6082 | 0.3540   | -20.0000 | 0.0000  
167       | 28       | 0       | 0.0000   | 0.0000   | -2.8441  | -600.0000 | 600.0000
167       | 29       | 0       | 0.0000   | 0.0000   | -0.9274  | -400.0000 | 200.0000
167       | 30       | 0       | 0.0000   | 0.0000   | -0.4318  | -20.0000 | 0.0000  

168       | 1        | 0       | 0.0000   | 0.0000   | -0.5867  | -600.0000 | 600.0000
168       | 2        | 0       | 0.0000   | 0.0000   | 1.7897   | -400.0000 | 200.0000
168       | 3        | 0       | 0.0000   | 0.0000   | -1.7269  | -20.0000 | 0.0000  
168       | 4        | 0       | 347.1247 | 347.1247 | 2.6178   | -600.0000 | 600.0000
168       | 5        | 0       | -101.8733 | -101.8733 | -0.4570  | -400.0000 | 200.0000
168       | 6        | 0       | -17.7307 | -17.7307 | 1.9699   | -20.0000 | 0.0000  
168       | 7        | 0       | 44.5279  | 73.3185  | 28.7907  | -600.0000 | 600.0000
168       | 8        | 0       | -47.8550 | -47.8550 | 2.1947   | -400.0000 | 200.0000
168       | 9        | 0       | -5.0912  | -5.0912  | -1.1212  | -20.0000 | 0.0000  
168       | 10       | 0       | -85.5274 | -85.5274 | 2.1982   | -600.0000 | 600.0000
168       | 11       | 1       | -323.4518 | -324.9088 | -1.4570  | -400.0000 | 200.0000
168       | 12       | 0       | -14.3245 | -14.3245 | -1.4554  | -20.0000 | 0.0000  
168       | 13       | 0       | -164.3012 | -164.3012 | 0.5750   | -600.0000 | 600.0000
168       | 14       | 1       | -12.4497 | -14.6519 | -2.2022  | -400.0000 | 200.0000
168       | 15       | 1       | -8.5844  | -5.2804  | 3.3041   | -20.0000 | 0.0000  
168       | 16       | 0       | -170.1782 | -170.1782 | -0.0232  | -600.0000 | 600.0000
168       | 17       | 1       | 189.7647 | 189.2251 | -0.5395  | -400.0000 | 200.0000
168       | 18       | 1       | -7.8845  | -6.1282  | 1.7563   | -20.0000 | 0.0000  
168       | 19       | 0       | -312.9988 | -312.9988 | 1.7531   | -600.0000 | 600.0000
168       | 20       | 0       | -338.9305 | -338.9305 | -0.4905  | -400.0000 | 200.0000
168       | 21       | 0       | -17.2944 | -17.2944 | -3.3870  | -20.0000 | 0.0000  
168       | 22       | 0       | -304.8507 | -304.8507 | -4.0166  | -600.0000 | 600.0000
168       | 23       | 1       | -304.6080 | -307.3109 | -2.7028  | -400.0000 | 200.0000
168       | 24       | 0       | -17.1003 | -17.1003 | 3.4140   | -20.0000 | 0.0000  
168       | 25       | 0       | -7.4182  | -7.4182  | 0.9005   | -600.0000 | 600.0000
168       | 26       | 0       | 155.8144 | 155.8144 | -1.4820  | -400.0000 | 200.0000
168       | 27       | 0       | -18.8584 | -18.8584 | -1.7750  | -20.0000 | 0.0000  
168       | 28       | 0       | 0.0000   | 0.0000   | -0.9642  | -600.0000 | 600.0000
168       | 29       | 0       | 0.0000   | 0.0000   | 0.4325   | -400.0000 | 200.0000
168       | 30       | 0       | 0.0000   | 0.0000   | 0.3809   | -20.0000 | 0.0000  

169       | 1        | 0       | 0.0000   | 0.0000   | 2.9229   | -600.0000 | 600.0000
169       | 2        | 0       | 0.0000   | 0.0000   | -0.7450  | -400.0000 | 200.0000
169       | 3        | 0       | 0.0000   | 0.0000   | -0.8260  | -20.0000 | 0.0000  
169       | 4        | 1       | 96.8389  | 99.6508  | 2.8119   | -600.0000 | 600.0000
169       | 5        | 0       | -96.6947 | -96.6947 | -0.8341  | -400.0000 | 200.0000
169       | 6        | 0       | -17.1184 | -17.1184 | 0.8873   | -20.0000 | 0.0000  
169       | 7        | 0       | 148.7982 | 148.7982 | -0.2049  | -600.0000 | 600.0000
169       | 8        | 0       | -235.8157 | -235.8157 | -2.5712  | -400.0000 | 200.0000
169       | 9        | 0       | -10.2433 | -10.2433 | -2.0696  | -20.0000 | 0.0000  
169       | 10       | 0       | 169.8054 | 169.8054 | -1.5379  | -600.0000 | 600.0000
169       | 11       | 1       | -244.1031 | -245.1610 | -1.0579  | -400.0000 | 200.0000
169       | 12       | 1       | -2.2783  | -2.0177  | 0.2606   | -20.0000 | 0.0000  
169       | 13       | 0       | 386.8575 | 386.8575 | 1.2303   | -600.0000 | 600.0000
169       | 14       | 0       | -365.8128 | -365.8128 | -1.0569  | -400.0000 | 200.0000
169       | 15       | 1       | -11.6279 | -14.3132 | -2.6853  | -20.0000 | 0.0000  
169       | 16       | 0       | -49.8823 | -49.8823 | 1.2770   | -600.0000 | 600.0000
169       | 17       | 0       | 35.0036  | 35.0036  | 2.2350   | -400.0000 | 200.0000
169       | 18       | 0       | -8.5142  | -8.5142  | 3.4057   | -20.0000 | 0.0000  
169       | 19       | 0       | 200.6548 | 135.9722 | -64.6826 | -600.0000 | 600.0000
169       | 20       | 0       | 66.2296  | 66.2296  | 1.8624   | -400.0000 | 200.0000
169       | 21       | 0       | -2.7559  | -2.7559  | -2.0741  | -20.0000 | 0.0000  
169       | 22       | 0       | -223.3494 | -223.3494 | -0.4079  | -600.0000 | 600.0000
169       | 23       | 1       | -77.1864 | -74.2218 | 2.9646   | -400.0000 | 200.0000
169       | 24       | 0       | -3.1978  | -3.1978  | 1.8955   | -20.0000 | 0.0000  
169       | 25       | 0       | -355.1572 | -355.1572 | 2.3688   | -600.0000 | 600.0000
169       | 26       | 0       | -66.9490 | -66.9490 | -0.5510  | -400.0000 | 200.0000
169       | 27       | 1       | -5.3386  | -8.0879  | -2.7493  | -20.0000 | 0.0000  
169       | 28       | 0       | 0.0000   | 0.0000   | -0.6333  | -600.0000 | 600.0000
169       | 29       | 0       | 0.0000   | 0.0000   | 1.8233   | -400.0000 | 200.0000
169       | 30       | 0       | 0.0000   | 0.0000   | -1.6000  | -20.0000 | 0.0000  

170       | 1        | 0       | 0.0000   | 0.0000   | -2.0835  | -600.0000 | 600.0000
170       | 2        | 0       | 0.0000   | 0.0000   | -3.5002  | -400.0000 | 200.0000
170       | 3        | 0       | 0.0000   | 0.0000   | 6.0683   | -20.0000 | 0.0000  
170       | 4        | 0       | 347.0055 | 347.0055 | 2.6842   | -600.0000 | 600.0000
170       | 5        | 0       | -103.9217 | -103.9217 | -1.7977  | -400.0000 | 200.0000
170       | 6        | 1       | -15.4631 | -14.1053 | 1.3578   | -20.0000 | 0.0000  
170       | 7        | 0       | 44.5279  | 44.5279  | -0.4019  | -600.0000 | 600.0000
170       | 8        | 0       | -47.8550 | -47.8550 | 1.5532   | -400.0000 | 200.0000
170       | 9        | 1       | -5.0912  | -5.9893  | -0.8981  | -20.0000 | 0.0000  
170       | 10       | 1       | -178.3022 | -179.8681 | -1.5659  | -600.0000 | 600.0000
170       | 11       | 0       | 2.4960   | 2.4960   | -0.0222  | -400.0000 | 200.0000
170       | 12       | 0       | -7.6102  | -7.6102  | 1.5379   | -20.0000 | 0.0000  
170       | 13       | 0       | -164.3012 | -164.3012 | -0.8449  | -600.0000 | 600.0000
170       | 14       | 0       | -12.4497 | -12.4497 | -0.8565  | -400.0000 | 200.0000
170       | 15       | 1       | -8.5844  | -10.4535 | -1.8690  | -20.0000 | 0.0000  
170       | 16       | 0       | -171.4995 | -171.4995 | -3.3276  | -600.0000 | 600.0000
170       | 17       | 1       | 191.9091 | 191.8530 | -0.0562  | -400.0000 | 200.0000
170       | 18       | 0       | -7.8845  | -7.8845  | -2.3715  | -20.0000 | 0.0000  
170       | 19       | 1       | -313.7170 | -314.7675 | -1.0506  | -600.0000 | 600.0000
170       | 20       | 0       | -338.9305 | -338.9305 | -5.3643  | -400.0000 | 200.0000
170       | 21       | 0       | -17.0970 | -17.0970 | -1.9810  | -20.0000 | 0.0000  
170       | 22       | 0       | -516.9577 | -516.9577 | -3.7910  | -600.0000 | 600.0000
170       | 23       | 0       | 69.4254  | 69.4254  | 0.2759   | -400.0000 | 200.0000
170       | 24       | 1       | -14.5140 | -19.8398 | -5.3257  | -20.0000 | 0.0000  
170       | 25       | 0       | -80.6797 | -80.6797 | -0.5898  | -600.0000 | 600.0000
170       | 26       | 0       | 13.9884  | 13.9884  | -0.5917  | -400.0000 | 200.0000
170       | 27       | 1       | -13.2731 | -14.0013 | -0.7282  | -20.0000 | 0.0000  
170       | 28       | 0       | 0.0000   | 0.0000   | 1.9482   | -600.0000 | 600.0000
170       | 29       | 0       | 0.0000   | 0.0000   | -1.1929  | -400.0000 | 200.0000
170       | 30       | 0       | 0.0000   | 0.0000   | -2.2486  | -20.0000 | 0.0000  

171       | 1        | 0       | 0.0000   | 0.0000   | -3.2462  | -600.0000 | 600.0000
171       | 2        | 0       | 0.0000   | 0.0000   | -0.4878  | -400.0000 | 200.0000
171       | 3        | 0       | 0.0000   | 0.0000   | 1.0753   | -20.0000 | 0.0000  
171       | 4        | 1       | 92.7348  | 97.1015  | 4.3667   | -600.0000 | 600.0000
171       | 5        | 0       | 119.3463 | 119.3463 | 2.4841   | -400.0000 | 200.0000
171       | 6        | 1       | -0.3852  | 0.0000   | 1.7067   | -20.0000 | 0.0000  
171       | 7        | 0       | -110.8989 | -110.8989 | -0.8682  | -600.0000 | 600.0000
171       | 8        | 0       | 96.5114  | 96.5114  | -0.4053  | -400.0000 | 200.0000
171       | 9        | 0       | -4.7094  | -4.7094  | 4.7133   | -20.0000 | 0.0000  
171       | 10       | 0       | 88.2347  | 88.2347  | 2.3834   | -600.0000 | 600.0000
171       | 11       | 0       | 173.6283 | 173.6283 | 0.9647   | -400.0000 | 200.0000
171       | 12       | 1       | -15.9905 | -17.9147 | -1.9242  | -20.0000 | 0.0000  
171       | 13       | 0       | -19.7452 | -19.7452 | -3.0155  | -600.0000 | 600.0000
171       | 14       | 1       | 83.5955  | 81.9678  | -1.6278  | -400.0000 | 200.0000
171       | 15       | 1       | -8.9955  | -8.9000  | 0.0955   | -20.0000 | 0.0000  
171       | 16       | 1       | 107.3448 | 105.4417 | -1.9030  | -600.0000 | 600.0000
171       | 17       | 1       | -32.0250 | -32.2131 | -0.1881  | -400.0000 | 200.0000
171       | 18       | 0       | -7.2462  | -7.2462  | -0.6263  | -20.0000 | 0.0000  
171       | 19       | 1       | 460.1577 | 459.2222 | -0.9355  | -600.0000 | 600.0000
171       | 20       | 0       | -131.0086 | -131.0086 | 1.9464   | -400.0000 | 200.0000
171       | 21       | 1       | -9.7914  | -9.6896  | 0.1017   | -20.0000 | 0.0000  
171       | 22       | 0       | 151.9110 | 151.9110 | 1.6666   | -600.0000 | 600.0000
171       | 23       | 1       | 155.8296 | 156.8411 | 1.0116   | -400.0000 | 200.0000
171       | 24       | 0       | -19.6177 | -19.6177 | -1.0852  | -20.0000 | 0.0000  
171       | 25       | 0       | -27.7878 | 8.9800   | 36.7679  | -600.0000 | 600.0000
171       | 26       | 0       | 12.6332  | 12.6332  | 2.0894   | -400.0000 | 200.0000
171       | 27       | 0       | -5.5459  | -5.5459  | 2.4057   | -20.0000 | 0.0000  
171       | 28       | 0       | 0.0000   | 0.0000   | 1.8683   | -600.0000 | 600.0000
171       | 29       | 0       | 0.0000   | 0.0000   | 1.4570   | -400.0000 | 200.0000
171       | 30       | 0       | 0.0000   | 0.0000   | -0.6289  | -20.0000 | 0.0000  

