t_u,u_raw,t_v,v_raw,t_du,du_raw,t_dv,dv_raw,t_orientacion,orientacion_raw,t_T_L,throttle_L,t_T_R,throttle_R
1145.998,104857.0,1145.998,235929.0,1145.998,-90.0,1145.998,-129.0,1904.8,-1.69837,1909.451,-218.0,1909.451,-474.0
1146.329,83886.0,1146.329,209715.0,1146.329,2.0,1146.329,67.0,1905.283,-1.692876,1909.919,-334.0,1909.919,-720.0
1146.621,57671.0,1146.621,199229.0,1146.621,-79.0,1146.621,-142.0,1905.776,-1.682191,1910.427,-433.0,1910.427,-917.0
1146.958,89128.0,1146.958,204472.0,1146.958,68.0,1146.958,97.0,1906.274,-1.664767,1910.945,-513.0,1910.945,-1083.0
1147.269,78643.0,1147.269,193986.0,1147.269,113.0,1147.269,103.0,1906.766,-1.644658,1911.402,-582.0,1911.402,-1220.0
1147.531,68157.0,1147.531,193986.0,1147.531,-76.0,1147.531,8.0,1907.264,-1.625013,1911.912,-562.0,1911.912,-1174.0
1147.82,83886.0,1147.82,204472.0,1147.82,-61.0,1147.82,-7.0,1907.779,-1.605711,1912.421,-542.0,1912.421,-1126.0
1148.115,62914.0,1148.115,204472.0,1148.115,-191.0,1148.115,42.0,1908.26,-1.583931,1912.898,-476.0,1912.898,-984.0
1148.428,94371.0,1148.428,256900.0,1148.428,-267.0,1148.428,-123.0,1908.764,-1.560181,1913.428,-447.0,1913.428,-915.0
1148.742,62914.0,1148.742,204472.0,1148.742,-260.0,1148.742,40.0,1909.274,-1.537722,1913.934,-443.0,1913.934,-901.0
1149.019,62914.0,1149.019,220200.0,1149.019,-189.0,1149.019,84.0,1909.755,-1.518661,1914.425,-480.0,1914.425,-968.0
1149.339,68157.0,1149.339,214957.0,1149.339,-242.0,1149.339,-40.0,1910.264,-1.498355,1914.913,-502.0,1914.913,-1004.0
1149.606,57671.0,1149.606,220200.0,1149.606,-167.0,1149.606,-59.0,1910.776,-1.479861,1915.399,3915.0,1915.399,3885.0
1149.916,73400.0,1149.916,225443.0,1149.916,-81.0,1149.916,-105.0,1911.276,-1.468032,1915.912,3915.0,1915.912,3885.0
1150.243,78643.0,1150.243,193986.0,1150.243,-64.0,1150.243,37.0,1911.755,-1.46688,1916.445,3915.0,1916.445,3885.0
1150.502,57671.0,1150.502,204472.0,1150.502,25.0,1150.502,-107.0,1912.258,-1.471974,1916.889,3915.0,1916.889,3885.0
1150.814,73400.0,1150.814,199229.0,1150.814,-42.0,1150.814,144.0,1912.767,-1.480153,1917.377,3915.0,1917.377,3885.0
1151.115,94371.0,1151.115,220200.0,1151.115,-176.0,1151.115,-70.0,1913.251,-1.490362,1917.931,-270.0,1917.931,-270.0
1151.444,94371.0,1151.444,235929.0,1151.444,-20.0,1151.444,47.0,1913.778,-1.501104,1918.408,-660.0,1918.408,-660.0
1151.753,62914.0,1151.753,183500.0,1151.753,-219.0,1151.753,73.0,1914.263,-1.510208,1918.877,75.0,1918.877,45.0
1152.009,73400.0,1152.009,178257.0,1152.009,-31.0,1152.009,132.0,1914.784,-1.517681,1919.405,75.0,1919.405,45.0
1152.297,73400.0,1152.297,214957.0,1152.297,-163.0,1152.297,127.0,1915.26,-1.521521,1919.896,60.0,1919.896,60.0
1152.599,73400.0,1152.599,178257.0,1152.599,-186.0,1152.599,68.0,1915.747,-1.481496,1920.372,45.0,1920.372,45.0
1152.907,78643.0,1152.907,193986.0,1152.907,-222.0,1152.907,255.0,1916.236,-1.43205,1920.9,60.0,1920.9,60.0
1153.213,73400.0,1153.213,183500.0,1153.213,-77.0,1153.213,213.0,1916.744,-1.346553,1921.417,60.0,1921.417,60.0
1153.53,73400.0,1153.53,178257.0,1153.53,-381.0,1153.53,194.0,1917.233,-1.248477,1921.864,60.0,1921.864,30.0
1153.796,83886.0,1153.796,193986.0,1153.796,-119.0,1153.796,102.0,1917.786,-1.14031,1922.379,60.0,1922.379,60.0
1154.114,99614.0,1154.114,188743.0,1154.114,-187.0,1154.114,-111.0,1918.228,-1.037651,1922.9,60.0,1922.9,30.0
1154.365,94371.0,1154.365,199229.0,1154.365,-162.0,1154.365,-121.0,1918.739,-0.950973,1923.354,60.0,1923.354,30.0
1154.7,99614.0,1154.7,204472.0,1154.7,-196.0,1154.7,51.0,1919.229,-0.877878,1923.849,60.0,1923.849,60.0
1155.0,99614.0,1155.0,209715.0,1155.0,-147.0,1155.0,-80.0,1919.742,-0.814684,1924.383,75.0,1924.383,45.0
1155.289,120586.0,1155.289,204472.0,1155.289,-38.0,1155.289,117.0,1920.217,-0.755003,1924.896,60.0,1924.896,30.0
1155.64,94371.0,1155.64,183500.0,1155.64,-124.0,1155.64,-89.0,1920.721,-0.694308,1925.382,75.0,1925.382,45.0
1155.899,94371.0,1155.899,199229.0,1155.899,-165.0,1155.899,-69.0,1921.213,-0.640139,1925.86,60.0,1925.86,30.0
1156.231,115343.0,1156.231,199229.0,1156.231,-129.0,1156.231,23.0,1921.738,-0.592772,1926.346,60.0,1926.346,30.0
1156.493,94371.0,1156.493,173014.0,1156.493,-270.0,1156.493,129.0,1922.217,-0.54455,1927.365,60.0,1927.365,30.0
1156.789,104857.0,1156.789,188743.0,1156.789,-227.0,1156.789,104.0,1922.715,-0.497258,1927.84,60.0,1927.84,60.0
1157.091,104857.0,1157.091,204472.0,1157.091,-128.0,1157.091,13.0,1923.222,-0.452304,1928.393,45.0,1928.393,45.0
1157.353,99614.0,1157.353,199229.0,1157.353,-289.0,1157.353,181.0,1923.716,-0.408568,1928.86,60.0,1928.86,60.0
1157.731,104857.0,1157.731,214957.0,1157.731,-152.0,1157.731,7.0,1924.233,-0.364766,1929.331,60.0,1929.331,30.0
1157.988,83886.0,1157.988,204472.0,1157.988,-176.0,1157.988,49.0,1924.706,-0.320813,1929.856,75.0,1929.856,45.0
1158.278,99614.0,1158.278,241172.0,1158.278,-98.0,1158.278,-80.0,1925.219,-0.277525,1930.36,45.0,1930.36,45.0
1158.577,89128.0,1158.577,225443.0,1158.577,-11.0,1158.577,-119.0,1925.711,-0.235524,1930.833,75.0,1930.833,45.0
1158.899,104857.0,1158.899,220200.0,1158.899,-231.0,1158.899,-11.0,1926.206,-0.193252,1931.362,60.0,1931.362,30.0
1159.208,94371.0,1159.208,214957.0,1159.208,-121.0,1159.208,99.0,1926.709,-0.150384,1931.869,60.0,1931.869,30.0
1159.472,78643.0,1159.472,204472.0,1159.472,-283.0,1159.472,139.0,1927.232,-0.106019,1932.32,75.0,1932.32,45.0
1159.801,83886.0,1159.801,183500.0,1159.801,-106.0,1159.801,171.0,1927.717,-0.061559,1932.826,75.0,1932.826,45.0
1160.079,94371.0,1160.079,188743.0,1160.079,-81.0,1160.079,1.0,1928.187,-0.015666,1933.363,45.0,1933.363,45.0
1160.343,78643.0,1160.343,204472.0,1160.343,-132.0,1160.343,-33.0,1928.703,0.030213,1933.819,75.0,1933.819,45.0
1160.698,78643.0,1160.698,230686.0,1160.698,-108.0,1160.698,-31.0,1929.183,0.076617,1934.325,75.0,1934.325,45.0
1160.969,68157.0,1160.969,204472.0,1160.969,-172.0,1160.969,124.0,1929.684,0.122158,1934.839,45.0,1934.839,45.0
1161.272,94371.0,1161.272,230686.0,1161.272,-247.0,1161.272,69.0,1930.18,0.169394,1935.344,75.0,1935.344,45.0
1161.571,73400.0,1161.571,220200.0,1161.571,-209.0,1161.571,-87.0,1930.705,0.215468,1935.832,75.0,1935.832,45.0
1161.896,89128.0,1161.896,204472.0,1161.896,-4.0,1161.896,-107.0,1931.186,0.261997,1936.32,45.0,1936.32,45.0
1162.218,62914.0,1162.218,162529.0,1162.218,-142.0,1162.218,-200.0,1931.68,0.306897,1936.808,75.0,1936.808,45.0
1162.461,104857.0,1162.461,214957.0,1162.461,-79.0,1162.461,-186.0,1932.174,0.351483,1937.339,60.0,1937.339,30.0
1162.762,99614.0,1162.762,193986.0,1162.762,-225.0,1162.762,-239.0,1932.67,0.395766,1937.799,45.0,1937.799,45.0
1163.065,83886.0,1163.065,183500.0,1163.065,-69.0,1163.065,-154.0,1933.177,0.435449,1938.335,60.0,1938.335,30.0
1163.367,104857.0,1163.367,241172.0,1163.367,85.0,1163.367,14.0,1933.672,0.475234,1938.844,60.0,1938.844,30.0
1163.659,78643.0,1163.659,199229.0,1163.659,147.0,1163.659,-112.0,1934.171,0.516208,1939.327,60.0,1939.327,30.0
1163.974,89128.0,1163.974,193986.0,1163.974,19.0,1163.974,-157.0,1934.681,0.554663,1939.897,60.0,1939.897,30.0
1164.261,62914.0,1164.261,193986.0,1164.261,196.0,1164.261,-168.0,1935.184,0.593002,1940.328,60.0,1940.328,60.0
1164.556,104857.0,1164.556,199229.0,1164.556,92.0,1164.556,-153.0,1935.68,0.629585,1940.815,75.0,1940.815,45.0
1164.828,99614.0,1164.828,178257.0,1164.828,151.0,1164.828,26.0,1936.182,0.668036,1941.292,75.0,1941.292,45.0
1165.187,104857.0,1165.187,162529.0,1165.187,58.0,1165.187,90.0,1936.655,0.708394,1941.811,60.0,1941.811,30.0
1165.458,104857.0,1165.458,173014.0,1165.458,-139.0,1165.458,52.0,1937.204,0.744703,1942.332,60.0,1942.332,30.0
1165.751,78643.0,1165.751,178257.0,1165.751,-42.0,1165.751,-95.0,1937.675,0.778604,1942.808,60.0,1942.808,60.0
1166.077,115343.0,1166.077,188743.0,1166.077,-144.0,1166.077,-207.0,1938.184,0.815238,1943.29,60.0,1943.29,30.0
1166.359,115343.0,1166.359,199229.0,1166.359,-211.0,1166.359,25.0,1938.66,0.853433,1943.813,60.0,1943.813,30.0
1166.677,120586.0,1166.677,209715.0,1166.677,224.0,1166.677,140.0,1939.198,0.891174,1944.283,60.0,1944.283,30.0
1166.945,125829.0,1166.945,199229.0,1166.945,-30.0,1166.945,114.0,1940.154,0.954859,1944.78,60.0,1944.78,30.0
1167.249,125829.0,1167.249,193986.0,1167.249,-29.0,1167.249,-81.0,1940.664,0.989185,1945.299,60.0,1945.299,30.0
1167.558,104857.0,1167.558,193986.0,1167.558,-187.0,1167.558,-105.0,1941.174,1.025358,1945.808,60.0,1945.808,30.0
1167.865,89128.0,1167.865,178257.0,1167.865,-113.0,1167.865,86.0,1941.643,1.057577,1946.304,45.0,1946.304,45.0
1168.198,104857.0,1168.198,204472.0,1168.198,-73.0,1168.198,-3.0,1942.17,1.088628,1946.782,45.0,1946.782,45.0
1168.441,83886.0,1168.441,209715.0,1168.441,-110.0,1168.441,28.0,1942.652,1.120717,1947.262,60.0,1947.262,30.0
1168.743,99614.0,1168.743,220200.0,1168.743,-28.0,1168.743,-124.0,1943.2,1.155653,1947.798,60.0,1947.798,30.0
1169.05,99614.0,1169.05,199229.0,1169.05,37.0,1169.05,-129.0,1943.642,1.185882,1948.271,75.0,1948.271,45.0
1169.348,94371.0,1169.348,193986.0,1169.348,29.0,1169.348,-146.0,1944.164,1.213562,1948.765,75.0,1948.765,45.0
1169.72,83886.0,1169.72,199229.0,1169.72,-5.0,1169.72,-206.0,1944.644,1.242513,1949.781,60.0,1949.781,30.0
1169.936,104857.0,1169.936,204472.0,1169.936,-107.0,1169.936,-115.0,1945.17,1.270801,1950.26,75.0,1950.26,45.0
1170.252,99614.0,1170.252,193986.0,1170.252,166.0,1170.252,-98.0,1945.628,1.296955,1950.779,75.0,1950.779,45.0
1170.534,110100.0,1170.534,188743.0,1170.534,-26.0,1170.534,-227.0,1946.169,1.31913,1951.277,75.0,1951.277,45.0
1170.844,94371.0,1170.844,225443.0,1170.844,139.0,1170.844,-198.0,1946.624,1.337275,1951.759,60.0,1951.759,30.0
1171.16,89128.0,1171.16,230686.0,1171.16,76.0,1171.16,-97.0,1947.136,1.355325,1952.285,60.0,1952.285,30.0
1171.431,104857.0,1171.431,167772.0,1171.431,149.0,1171.431,13.0,1947.616,1.371558,1952.813,45.0,1952.813,45.0
1171.734,83886.0,1171.734,199229.0,1171.734,-80.0,1171.734,66.0,1948.14,1.386388,1953.278,60.0,1953.278,30.0
1172.066,99614.0,1172.066,193986.0,1172.066,154.0,1172.066,22.0,1948.617,1.401902,1953.8,60.0,1953.8,30.0
1172.355,115343.0,1172.355,193986.0,1172.355,402.0,1172.355,31.0,1949.154,1.418014,1954.265,45.0,1954.265,45.0
1172.643,136314.0,1172.643,188743.0,1172.643,98.0,1172.643,159.0,1949.628,1.433986,1954.742,60.0,1954.742,30.0
1172.927,99614.0,1172.927,183500.0,1172.927,172.0,1172.927,122.0,1950.146,1.448758,1955.281,75.0,1955.281,45.0
1173.222,94371.0,1173.222,204472.0,1173.222,69.0,1173.222,36.0,1950.613,1.462415,1955.76,60.0,1955.76,30.0
1173.525,99614.0,1173.525,193986.0,1173.525,58.0,1173.525,-47.0,1951.13,1.475576,1956.276,60.0,1956.276,30.0
1173.834,94371.0,1173.834,204472.0,1173.834,80.0,1173.834,28.0,1951.606,1.489701,1957.282,75.0,1957.282,45.0
1174.148,99614.0,1174.148,178257.0,1174.148,244.0,1174.148,41.0,1952.176,1.504212,1957.754,45.0,1957.754,45.0
1174.458,110100.0,1174.458,188743.0,1174.458,176.0,1174.458,-88.0,1952.623,1.516825,1958.262,60.0,1958.262,30.0
1174.724,110100.0,1174.724,173014.0,1174.724,166.0,1174.724,-72.0,1953.155,1.527714,1958.779,45.0,1958.779,45.0
1175.021,104857.0,1175.021,199229.0,1175.021,242.0,1175.021,258.0,1953.598,1.53919,1959.231,60.0,1959.231,30.0
1175.331,125829.0,1175.331,199229.0,1175.331,-78.0,1175.331,-27.0,1954.111,1.552596,1959.784,60.0,1959.784,30.0
1175.662,115343.0,1175.662,188743.0,1175.662,240.0,1175.662,180.0,1954.598,1.56515,1961.252,75.0,1961.252,45.0
1175.921,110100.0,1175.921,199229.0,1175.921,-23.0,1175.921,54.0,1955.133,1.575858,1961.748,45.0,1961.748,45.0
1176.212,115343.0,1176.212,193986.0,1176.212,68.0,1176.212,235.0,1955.609,1.587683,1962.212,60.0,1962.212,60.0
1176.563,152043.0,1176.563,193986.0,1176.563,89.0,1176.563,85.0,1956.118,1.599103,1962.743,75.0,1962.743,45.0
1176.783,120586.0,1176.783,199229.0,1176.783,-125.0,1176.783,27.0,1956.624,1.6085,1963.258,75.0,1963.258,45.0
1177.147,99614.0,1177.147,183500.0,1177.147,165.0,1177.147,-22.0,1957.108,1.619038,1963.712,60.0,1963.712,60.0
1177.417,125829.0,1177.417,183500.0,1177.417,125.0,1177.417,41.0,1957.584,1.627213,1964.205,75.0,1964.205,45.0
1177.706,146800.0,1177.706,178257.0,1177.706,106.0,1177.706,96.0,1958.123,1.635697,1964.746,60.0,1964.746,30.0
1178.02,162529.0,1178.02,178257.0,1178.02,223.0,1178.02,-41.0,1958.608,1.644469,1965.198,75.0,1965.198,45.0
1178.276,141557.0,1178.276,188743.0,1178.276,66.0,1178.276,-11.0,1959.124,1.651729,1965.699,60.0,1965.699,30.0
1178.654,131071.0,1178.654,178257.0,1178.654,206.0,1178.654,-154.0,1959.575,1.659439,1966.221,60.0,1966.221,30.0
1178.898,157286.0,1178.898,183500.0,1178.898,-29.0,1178.898,-90.0,1960.634,1.671735,1966.73,45.0,1966.73,45.0
1179.195,136314.0,1179.195,173014.0,1179.195,-30.0,1179.195,-56.0,1961.13,1.676694,1967.226,60.0,1967.226,30.0
1179.507,141557.0,1179.507,209715.0,1179.507,66.0,1179.507,103.0,1961.579,1.682211,1967.704,75.0,1967.704,45.0
1179.813,167772.0,1179.813,193986.0,1179.813,26.0,1179.813,156.0,1962.11,1.687613,1968.185,75.0,1968.185,45.0
1180.135,136314.0,1180.135,167772.0,1180.135,112.0,1180.135,17.0,1962.562,1.689596,1968.688,75.0,1968.688,45.0
1180.369,131071.0,1180.369,173014.0,1180.369,-80.0,1180.369,161.0,1963.115,1.691352,1969.21,75.0,1969.21,45.0
1180.731,162529.0,1180.731,167772.0,1180.731,53.0,1180.731,-76.0,1963.587,1.696662,1969.687,60.0,1969.687,30.0
1181.015,141557.0,1181.015,199229.0,1181.015,-148.0,1181.015,-51.0,1964.126,1.702807,1970.229,45.0,1970.229,45.0
1181.31,125829.0,1181.31,193986.0,1181.31,196.0,1181.31,-32.0,1964.569,1.707144,1970.704,60.0,1970.704,60.0
1181.621,120586.0,1181.621,199229.0,1181.621,144.0,1181.621,-132.0,1965.103,1.708758,1971.183,45.0,1971.183,45.0
1181.897,131071.0,1181.897,173014.0,1181.897,158.0,1181.897,-221.0,1965.548,1.710801,1971.692,75.0,1971.692,45.0
1182.194,115343.0,1182.194,162529.0,1182.194,221.0,1182.194,-187.0,1966.096,1.714314,1972.219,45.0,1972.219,45.0
1182.504,115343.0,1182.504,167772.0,1182.504,123.0,1182.504,-92.0,1966.563,1.717539,1972.672,75.0,1972.672,45.0
1182.825,104857.0,1182.825,167772.0,1182.825,163.0,1182.825,-195.0,1967.097,1.718632,1973.205,75.0,1973.205,45.0
1183.109,136314.0,1183.109,214957.0,1183.109,74.0,1183.109,-39.0,1967.547,1.717826,1973.719,60.0,1973.719,60.0
1183.393,110100.0,1183.393,178257.0,1183.393,1.0,1183.393,-79.0,1968.063,1.715653,1975.186,75.0,1975.186,45.0
1183.691,125829.0,1183.691,178257.0,1183.691,296.0,1183.691,-185.0,1968.543,1.714933,1975.69,60.0,1975.69,30.0
1183.988,104857.0,1183.988,193986.0,1183.988,-139.0,1183.988,-7.0,1969.075,1.717387,1976.166,60.0,1976.166,60.0
1184.289,125829.0,1184.289,214957.0,1184.289,-403.0,1184.289,-831.0,1969.56,1.718302,1977.197,60.0,1977.197,30.0
1184.579,89128.0,1184.579,167772.0,1184.579,79.0,1184.579,-138.0,1970.113,1.713643,1977.688,60.0,1977.688,30.0
1184.894,68157.0,1184.894,141557.0,1184.894,-24.0,1184.894,-229.0,1970.554,1.711118,1978.171,60.0,1978.171,30.0
1185.179,73400.0,1185.179,131071.0,1185.179,-31.0,1185.179,-199.0,1971.068,1.712415,1978.687,75.0,1978.687,45.0
1185.485,73400.0,1185.485,104857.0,1185.485,362.0,1185.485,168.0,1971.591,1.715437,1979.171,60.0,1979.171,30.0
1185.792,47185.0,1185.792,89128.0,1185.792,31.0,1185.792,-140.0,1972.076,1.714581,1979.656,60.0,1979.656,60.0
1186.114,62914.0,1186.114,89128.0,1186.114,69.0,1186.114,-218.0,1972.529,1.712232,1980.142,75.0,1980.142,45.0
1186.347,99614.0,1186.347,41943.0,1186.347,-198.0,1186.347,814.0,1973.077,1.713433,1980.697,45.0,1980.697,45.0
1186.674,78643.0,1186.674,52428.0,1186.674,50.0,1186.674,61.0,1973.548,1.715478,1981.175,60.0,1981.175,30.0
1187.036,89128.0,1187.036,5242.0,1187.036,285.0,1187.036,-414.0,1974.099,1.715056,1981.641,75.0,1981.641,45.0
1187.274,73400.0,1187.274,-5242.0,1187.274,-111.0,1187.274,-280.0,1974.592,1.712491,1982.166,75.0,1982.166,45.0
1187.599,47185.0,1187.599,-41943.0,1187.599,-11.0,1187.599,-384.0,1975.078,1.710708,1982.669,60.0,1982.669,30.0
1187.872,83886.0,1187.872,0.0,1187.872,94.0,1187.872,-463.0,1975.535,1.711101,1983.136,60.0,1983.136,60.0
1188.174,94371.0,1188.174,-20971.0,1188.174,-246.0,1188.174,-102.0,1976.065,1.710734,1983.658,75.0,1983.658,45.0
1188.469,115343.0,1188.469,-36700.0,1188.469,56.0,1188.469,-57.0,1976.608,1.706062,1984.177,75.0,1984.177,45.0
1188.739,104857.0,1188.739,-57671.0,1188.739,-998.0,1188.739,-489.0,1977.053,1.700888,1984.656,60.0,1984.656,30.0
1189.121,99614.0,1189.121,-94371.0,1189.121,-469.0,1189.121,100.0,1977.519,1.700108,1985.141,60.0,1985.141,60.0
1189.337,73400.0,1189.337,-125829.0,1189.337,-23.0,1189.337,-162.0,1978.042,1.700964,1985.66,45.0,1985.66,45.0
1189.666,57671.0,1189.666,-94371.0,1189.666,-246.0,1189.666,-202.0,1978.507,1.697982,1986.149,45.0,1986.149,45.0
1189.975,52428.0,1189.975,-110100.0,1189.975,-273.0,1189.975,-288.0,1979.054,1.691473,1986.655,45.0,1986.655,45.0
1190.286,68157.0,1190.286,-115343.0,1190.286,-135.0,1190.286,-69.0,1979.516,1.688764,1987.203,75.0,1987.203,45.0
1190.59,57671.0,1190.59,-120586.0,1190.59,-45.0,1190.59,-145.0,1980.036,1.691195,1987.667,60.0,1987.667,30.0
1190.858,73400.0,1190.858,-131071.0,1190.858,157.0,1190.858,-239.0,1980.5,1.690119,1988.118,60.0,1988.118,30.0
1191.193,78643.0,1191.193,-131071.0,1191.193,316.0,1191.193,-108.0,1981.056,1.685436,1988.628,60.0,1988.628,30.0
1191.459,68157.0,1191.459,-173014.0,1191.459,127.0,1191.459,-264.0,1981.492,1.684211,1989.11,60.0,1989.11,30.0
1191.766,131071.0,1191.766,-225443.0,1191.766,11.0,1191.766,23.0,1982.012,1.686779,1989.628,75.0,1989.628,45.0
1192.087,78643.0,1192.087,-204472.0,1192.087,620.0,1192.087,126.0,1982.551,1.687026,1990.116,45.0,1990.116,45.0
1192.353,141557.0,1192.353,-230686.0,1192.353,-434.0,1192.353,-63.0,1983.012,1.683265,1990.602,75.0,1990.602,45.0
1192.658,204472.0,1192.658,-235929.0,1192.658,-120.0,1192.658,-257.0,1983.49,1.681472,1991.158,75.0,1991.158,45.0
1192.975,209715.0,1192.975,-241172.0,1192.975,49.0,1192.975,60.0,1984.018,1.684275,1991.659,75.0,1991.659,45.0
1193.285,183500.0,1193.285,-214957.0,1193.285,80.0,1193.285,236.0,1984.501,1.685465,1992.103,45.0,1992.103,45.0
1193.614,157286.0,1193.614,-173014.0,1193.614,17.0,1193.614,-13.0,1984.995,1.681692,1992.602,60.0,1992.602,30.0
1193.848,178257.0,1193.848,-183500.0,1193.848,-86.0,1193.848,120.0,1985.475,1.680842,1993.129,60.0,1993.129,30.0
1194.153,152043.0,1194.153,-157286.0,1194.153,-246.0,1194.153,6.0,1986.015,1.686236,1993.602,45.0,1993.602,45.0
1194.441,110100.0,1194.441,-146800.0,1194.441,-26.0,1194.441,100.0,1986.535,1.689304,1994.12,60.0,1994.12,60.0
1194.751,162529.0,1194.751,-183500.0,1194.751,296.0,1194.751,70.0,1987.04,1.686453,1994.639,75.0,1994.639,45.0
1195.045,188743.0,1195.045,-157286.0,1195.045,641.0,1195.045,3.0,1987.508,1.682877,1995.088,60.0,1995.088,30.0
1195.38,235929.0,1195.38,-193986.0,1195.38,211.0,1195.38,21.0,1988.034,1.685023,1995.605,75.0,1995.605,45.0
1195.647,262143.0,1195.647,-235929.0,1195.647,214.0,1195.647,598.0,1988.47,1.686634,1996.128,45.0,1996.128,45.0
1195.953,283115.0,1195.953,-209715.0,1195.953,63.0,1195.953,435.0,1989.023,1.684104,1996.59,75.0,1996.59,45.0
1196.212,246415.0,1196.212,-173014.0,1196.212,-227.0,1196.212,-16.0,1989.467,1.678336,1997.09,75.0,1997.09,45.0
1196.6,199229.0,1196.6,-199229.0,1196.6,-214.0,1196.6,36.0,1989.996,1.676324,1997.606,60.0,1997.606,60.0
1196.826,157286.0,1196.826,-173014.0,1196.826,-108.0,1196.826,51.0,1990.484,1.677437,1998.074,75.0,1998.074,45.0
1197.14,146800.0,1197.14,-152043.0,1197.14,-95.0,1197.14,-15.0,1991.004,1.67481,1999.091,45.0,1999.091,45.0
1197.488,152043.0,1197.488,-146800.0,1197.488,-187.0,1197.488,118.0,1991.471,1.668726,1999.579,60.0,1999.579,30.0
1197.744,173014.0,1197.744,-183500.0,1197.744,-112.0,1197.744,126.0,1991.981,1.66561,2000.096,75.0,2000.096,45.0
1198.065,199229.0,1198.065,-235929.0,1198.065,452.0,1198.065,264.0,1992.459,1.666586,2000.577,45.0,2000.577,45.0
1198.326,246415.0,1198.326,-241172.0,1198.326,-170.0,1198.326,44.0,1992.986,1.666746,2001.067,45.0,2001.067,45.0
1198.63,241172.0,1198.63,-214957.0,1198.63,-301.0,1198.63,141.0,1993.456,1.662459,2001.637,60.0,2001.637,30.0
1198.944,241172.0,1198.944,-214957.0,1198.944,-95.0,1198.944,-33.0,1993.993,1.658045,2002.568,45.0,2002.568,45.0
1199.238,193986.0,1199.238,-193986.0,1199.238,-25.0,1199.238,233.0,1994.442,1.658819,2003.098,60.0,2003.098,60.0
1199.579,214957.0,1199.579,-188743.0,1199.579,77.0,1199.579,412.0,1995.001,1.659881,2004.09,60.0,2004.09,30.0
1199.83,188743.0,1199.83,-173014.0,1199.83,4.0,1199.83,293.0,1995.49,1.655881,2004.583,60.0,2004.583,30.0
1200.124,188743.0,1200.124,-152043.0,1200.124,-120.0,1200.124,8.0,1995.949,1.650225,2005.102,60.0,2005.102,30.0
1200.425,94371.0,1200.425,-125829.0,1200.425,-97.0,1200.425,-147.0,1996.459,1.649849,2005.581,75.0,2005.581,45.0
1200.733,136314.0,1200.733,-136314.0,1200.733,-214.0,1200.733,189.0,1996.982,1.653675,2006.06,60.0,2006.06,30.0
1201.054,83886.0,1201.054,-131071.0,1201.054,-389.0,1201.054,-61.0,1997.437,1.654041,2006.582,45.0,2006.582,45.0
1201.635,94371.0,1201.635,-125829.0,1201.635,-142.0,1201.635,38.0,1997.969,1.651228,2007.054,60.0,2007.054,30.0
1201.928,73400.0,1201.928,-115343.0,1201.928,-213.0,1201.928,67.0,1998.483,1.649579,2007.553,75.0,2007.553,45.0
1202.225,47185.0,1202.225,-68157.0,1202.225,-150.0,1202.225,90.0,1998.961,1.652027,2008.067,45.0,2008.067,45.0
1202.524,26214.0,1202.524,-104857.0,1202.524,-62.0,1202.524,-16.0,1999.437,1.654391,2008.577,60.0,2008.577,30.0
1202.809,36700.0,1202.809,-99614.0,1202.809,-205.0,1202.809,83.0,1999.972,1.65133,2009.08,45.0,2009.08,45.0
1203.085,10485.0,1203.085,-104857.0,1203.085,-208.0,1203.085,83.0,2000.42,1.647577,2009.553,75.0,2009.553,45.0
1203.414,5242.0,1203.414,-68157.0,1203.414,-176.0,1203.414,-10.0,2000.963,1.649699,2010.037,45.0,2010.037,45.0
1203.748,-26214.0,1203.748,-78643.0,1203.748,-169.0,1203.748,68.0,2001.437,1.653771,2010.543,60.0,2010.543,30.0
1204.025,-10485.0,1204.025,-104857.0,1204.025,-183.0,1204.025,25.0,2001.964,1.655021,2011.029,45.0,2011.029,45.0
1204.281,-15728.0,1204.281,-110100.0,1204.281,-71.0,1204.281,62.0,2002.43,1.653261,2011.533,60.0,2011.533,30.0
1204.613,-15728.0,1204.613,-162529.0,1204.613,-70.0,1204.613,-35.0,2002.953,1.654749,2012.078,45.0,2012.078,45.0
1204.915,10485.0,1204.915,-125829.0,1204.915,50.0,1204.915,5.0,2003.432,1.659104,2012.552,60.0,2012.552,30.0
1205.212,5242.0,1205.212,-141557.0,1205.212,42.0,1205.212,37.0,2003.929,1.660114,2013.023,60.0,2013.023,30.0
1205.518,20971.0,1205.518,-110100.0,1205.518,-103.0,1205.518,100.0,2004.407,1.656393,2013.548,60.0,2013.548,30.0
1205.816,0.0,1205.816,-120586.0,1205.816,-15.0,1205.816,77.0,2004.937,1.65563,2014.054,75.0,2014.054,45.0
1206.077,-10485.0,1206.077,-99614.0,1206.077,42.0,1206.077,12.0,2005.423,1.660524,2014.519,60.0,2014.519,30.0
