t_u,u_raw,t_v,v_raw,t_du,du_raw,t_dv,dv_raw,t_orientacion,orientacion_raw,t_T_L,throttle_L,t_T_R,throttle_R
463.338,20971.0,463.338,0.0,463.338,3.0,463.338,-11.0,771.017,-1.980234,770.136,-57.0,770.136,-231.0
463.63,10485.0,463.63,15728.0,463.63,34.0,463.63,35.0,771.516,-2.024852,770.66,43.0,770.66,165.0
463.947,20971.0,463.947,47185.0,463.947,31.0,463.947,40.0,771.96,-2.066433,771.11,103.0,771.11,387.0
464.261,-5242.0,464.261,15728.0,464.261,-17.0,464.261,0.0,772.455,-2.101557,771.62,183.0,771.62,663.0
464.537,-5242.0,464.537,26214.0,464.537,6.0,464.537,-72.0,772.952,-2.127393,772.128,283.0,772.128,977.0
464.838,5242.0,464.838,47185.0,464.838,-27.0,464.838,8.0,773.467,-2.143351,772.606,395.0,772.606,1307.0
465.181,10485.0,465.181,0.0,465.181,15.0,465.181,-26.0,773.953,-2.148904,773.103,448.0,773.103,1470.0
465.404,-5242.0,465.404,20971.0,465.404,-3.0,465.404,7.0,774.459,-2.143773,773.629,507.0,773.629,1663.0
465.764,0.0,465.764,20971.0,465.764,22.0,465.764,-23.0,774.958,-2.129814,774.138,515.0,774.138,1687.0
466.025,5242.0,466.025,26214.0,466.025,14.0,466.025,0.0,775.442,-2.105638,774.618,448.0,774.618,1494.0
466.328,5242.0,466.328,0.0,466.328,-2.0,466.328,2.0,775.952,-2.078038,775.106,418.0,775.106,1414.0
466.62,10485.0,466.62,15728.0,466.62,-11.0,466.62,49.0,776.455,-2.051004,775.589,365.0,775.589,1243.0
466.943,-5242.0,466.943,15728.0,466.943,14.0,466.943,-3.0,776.959,-2.02364,776.114,255.0,776.114,895.0
467.274,0.0,467.274,5242.0,467.274,11.0,467.274,-31.0,777.438,-1.9969,776.62,196.0,776.62,696.0
467.493,5242.0,467.493,20971.0,467.493,2.0,467.493,-29.0,777.984,-1.973442,777.09,166.0,777.09,580.0
467.828,0.0,467.828,15728.0,467.828,27.0,467.828,-7.0,778.453,-1.951239,777.637,125.0,777.637,439.0
468.123,15728.0,468.123,15728.0,468.123,-9.0,468.123,-20.0,778.936,-1.931607,778.115,81.0,778.115,291.0
468.431,15728.0,468.431,10485.0,468.431,-56.0,468.431,-1.0,779.426,-1.914126,778.58,40.0,778.58,140.0
468.754,15728.0,468.754,5242.0,468.754,78.0,468.754,-4.0,779.931,-1.899056,779.102,35.0,779.102,125.0
469.025,-5242.0,469.025,36700.0,469.025,-20.0,469.025,42.0,780.425,-1.883029,779.607,21.0,779.607,75.0
469.333,0.0,469.333,-5242.0,469.333,36.0,469.333,-32.0,780.926,-1.867115,780.076,2.0,780.076,6.0
469.613,15728.0,469.613,26214.0,469.613,-45.0,469.613,-8.0,781.442,-1.852113,780.616,-30.0,780.616,-102.0
469.929,-5242.0,469.929,-5242.0,469.929,-54.0,469.929,-30.0,781.917,-1.839308,781.116,-63.0,781.116,-215.0
470.238,-5242.0,470.238,5242.0,470.238,28.0,470.238,-7.0,782.425,-1.827755,781.566,-133.0,781.566,-461.0
470.513,10485.0,470.513,26214.0,470.513,-8.0,470.513,25.0,782.92,-1.817831,782.073,-158.0,782.073,-546.0
470.808,20971.0,470.808,36700.0,470.808,1.0,470.808,-7.0,783.419,-1.814022,782.596,-228.0,782.596,-788.0
471.108,10485.0,471.108,20971.0,471.108,-1.0,471.108,3.0,783.917,-1.815758,783.065,-250.0,783.065,-876.0
471.438,15728.0,471.438,31457.0,471.438,7.0,471.438,15.0,784.43,-1.821007,783.584,-232.0,783.584,-820.0
471.769,10485.0,471.769,26214.0,471.769,-6.0,471.769,1.0,784.93,-1.827202,784.096,-236.0,784.096,-832.0
472.006,36700.0,472.006,36700.0,472.006,1.0,472.006,23.0,785.427,-1.83379,784.602,-217.0,784.602,-773.0
472.308,31457.0,472.308,5242.0,472.308,-11.0,472.308,-3.0,785.908,-1.8395,785.079,-192.0,785.079,-686.0
472.597,-5242.0,472.597,5242.0,472.597,5.0,472.597,-3.0,786.407,-1.845966,785.565,-179.0,785.565,-641.0
472.918,41943.0,472.918,0.0,472.918,-6.0,472.918,0.0,786.915,-1.856769,786.055,-206.0,786.055,-742.0
473.207,15728.0,473.207,26214.0,473.207,3.0,473.207,7.0,787.421,-1.877275,786.582,-262.0,786.582,-938.0
473.527,26214.0,473.527,15728.0,473.527,17.0,473.527,0.0,787.913,-1.901109,787.052,-348.0,787.052,-1216.0
473.798,15728.0,473.798,0.0,473.798,-3.0,473.798,-9.0,788.402,-1.923318,787.548,60.0,787.548,30.0
474.097,5242.0,474.097,0.0,474.097,-3.0,474.097,-8.0,788.915,-1.943273,788.086,75.0,788.086,45.0
474.408,-15728.0,474.408,20971.0,474.408,30.0,474.408,6.0,789.404,-1.959959,788.568,75.0,788.568,15.0
474.729,0.0,474.729,20971.0,474.729,-7.0,474.729,20.0,789.901,-1.973311,789.044,60.0,789.044,30.0
474.992,20971.0,474.992,5242.0,474.992,30.0,474.992,-7.0,790.411,-1.988382,789.566,60.0,789.566,30.0
475.292,10485.0,475.292,5242.0,475.292,8.0,475.292,11.0,790.929,-2.003896,790.065,60.0,790.065,30.0
475.658,-15728.0,475.658,-5242.0,475.658,17.0,475.658,-11.0,791.383,-2.015986,790.543,60.0,790.543,30.0
475.899,-15728.0,475.899,31457.0,475.899,10.0,475.899,-5.0,791.906,-2.025229,791.056,45.0,791.056,45.0
476.236,5242.0,476.236,20971.0,476.236,2.0,476.236,2.0,792.392,-2.036189,791.584,75.0,791.584,45.0
476.485,0.0,476.485,5242.0,476.485,12.0,476.485,-8.0,792.892,-2.046553,792.048,60.0,792.048,30.0
476.794,10485.0,476.794,5242.0,476.794,19.0,476.794,0.0,793.398,-2.055595,792.539,75.0,792.539,45.0
477.089,31457.0,477.089,31457.0,477.089,1.0,477.089,3.0,793.88,-2.062092,793.053,75.0,793.053,45.0
477.395,10485.0,477.395,10485.0,477.395,15.0,477.395,-1.0,794.41,-2.066741,793.547,60.0,793.547,30.0
477.736,15728.0,477.736,20971.0,477.736,-6.0,477.736,-13.0,794.888,-2.073318,794.035,75.0,794.035,45.0
477.98,10485.0,477.98,10485.0,477.98,-2.0,477.98,-23.0,795.429,-2.079522,794.551,60.0,794.551,30.0
478.285,20971.0,478.285,10485.0,478.285,17.0,478.285,-8.0,795.884,-2.083173,795.054,60.0,795.054,30.0
478.591,31457.0,478.591,5242.0,478.591,22.0,478.591,4.0,796.382,-2.086125,795.54,60.0,795.54,30.0
478.894,20971.0,478.894,10485.0,478.894,3.0,478.894,-12.0,796.868,-2.089227,796.046,60.0,796.046,30.0
479.207,10485.0,479.207,5242.0,479.207,16.0,479.207,-5.0,797.4,-2.092534,796.516,75.0,796.516,45.0
479.485,31457.0,479.485,5242.0,479.485,3.0,479.485,1.0,797.885,-2.095992,797.043,60.0,797.043,30.0
479.795,26214.0,479.795,15728.0,479.795,-6.0,479.795,2.0,798.405,-2.097205,797.535,60.0,797.535,30.0
480.095,0.0,480.095,0.0,480.095,40.0,480.095,-22.0,798.874,-2.099695,798.013,60.0,798.013,30.0
480.386,20971.0,480.386,0.0,480.386,-40.0,480.386,-14.0,799.396,-2.103841,798.566,60.0,798.566,30.0
480.72,5242.0,480.72,26214.0,480.72,13.0,480.72,-23.0,799.851,-2.106441,799.049,90.0,799.049,30.0
480.98,15728.0,480.98,26214.0,480.98,24.0,480.98,20.0,800.386,-2.108168,799.5,60.0,799.5,30.0
481.266,5242.0,481.266,10485.0,481.266,37.0,481.266,-11.0,800.854,-2.110451,800.028,60.0,800.028,30.0
481.573,0.0,481.573,10485.0,481.573,-72.0,481.573,-24.0,801.395,-2.114032,800.528,60.0,800.528,30.0
481.902,-15728.0,481.902,26214.0,481.902,107.0,481.902,59.0,801.867,-2.117254,801.004,60.0,801.004,30.0
482.184,-10485.0,482.184,31457.0,482.184,-90.0,482.184,-28.0,802.398,-2.119408,801.528,75.0,801.528,45.0
482.475,-5242.0,482.475,15728.0,482.475,-8.0,482.475,-10.0,802.854,-2.120089,802.052,60.0,802.052,30.0
482.76,10485.0,482.76,31457.0,482.76,65.0,482.76,0.0,803.357,-2.121477,802.489,60.0,802.489,30.0
483.065,5242.0,483.065,10485.0,483.065,-23.0,483.065,-16.0,803.874,-2.123608,803.005,60.0,803.005,30.0
483.374,20971.0,483.374,-5242.0,483.374,-42.0,483.374,-17.0,804.402,-2.124415,803.521,60.0,803.521,30.0
483.674,15728.0,483.674,15728.0,483.674,0.0,483.674,-32.0,804.866,-2.123806,803.985,60.0,803.985,30.0
484.0,36700.0,484.0,20971.0,484.0,79.0,484.0,14.0,805.357,-2.12485,804.487,90.0,804.487,30.0
484.265,20971.0,484.265,26214.0,484.265,53.0,484.265,-3.0,805.842,-2.127203,805.009,75.0,805.009,45.0
484.561,20971.0,484.561,26214.0,484.561,4.0,484.561,-4.0,806.367,-2.128708,805.515,60.0,805.515,30.0
484.864,26214.0,484.864,20971.0,484.864,2.0,484.864,-33.0,806.826,-2.128201,806.005,60.0,806.005,30.0
485.184,15728.0,485.184,36700.0,485.184,-15.0,485.184,-2.0,807.385,-2.127409,806.523,60.0,806.523,30.0
485.458,15728.0,485.458,26214.0,485.458,-73.0,485.458,-42.0,807.822,-2.126828,806.98,60.0,806.98,30.0
485.754,20971.0,485.754,31457.0,485.754,29.0,485.754,-4.0,808.358,-2.126436,807.497,75.0,807.497,15.0
486.104,20971.0,486.104,15728.0,486.104,-35.0,486.104,8.0,808.818,-2.124637,807.979,60.0,807.979,30.0
486.324,15728.0,486.324,10485.0,486.324,9.0,486.324,8.0,809.374,-2.121946,808.466,75.0,808.466,45.0
486.686,5242.0,486.686,20971.0,486.686,13.0,486.686,-5.0,809.82,-2.12021,809.018,60.0,809.018,30.0
486.953,5242.0,486.953,10485.0,486.953,1.0,486.953,30.0,810.365,-2.11886,809.497,75.0,809.497,45.0
487.248,36700.0,487.248,15728.0,487.248,13.0,487.248,-31.0,810.832,-2.115655,809.968,60.0,809.968,30.0
487.545,10485.0,487.545,15728.0,487.545,-13.0,487.545,-2.0,811.334,-2.110589,810.497,75.0,810.497,45.0
487.861,26214.0,487.861,15728.0,487.861,34.0,487.861,-8.0,811.816,-2.107667,810.986,60.0,810.986,30.0
488.195,15728.0,488.195,15728.0,488.195,7.0,488.195,-2.0,812.33,-2.104502,811.461,75.0,811.461,45.0
488.453,15728.0,488.453,10485.0,488.453,11.0,488.453,-20.0,812.827,-2.100427,811.983,60.0,811.983,30.0
488.743,0.0,488.743,20971.0,488.743,11.0,488.743,3.0,813.354,-2.0948,812.505,75.0,812.505,45.0
489.039,10485.0,489.039,5242.0,489.039,-6.0,489.039,6.0,813.799,-2.08967,812.978,60.0,812.978,30.0
489.352,10485.0,489.352,5242.0,489.352,37.0,489.352,-20.0,814.322,-2.085595,813.46,60.0,813.46,30.0
489.678,52428.0,489.678,31457.0,489.678,-8.0,489.678,-4.0,814.801,-2.080364,813.976,60.0,813.976,30.0
489.947,15728.0,489.947,26214.0,489.947,12.0,489.947,-5.0,815.329,-2.073537,814.447,60.0,814.447,30.0
490.252,20971.0,490.252,20971.0,490.252,17.0,490.252,0.0,815.797,-2.067199,814.956,60.0,814.956,30.0
490.545,5242.0,490.545,0.0,490.545,6.0,490.545,11.0,816.342,-2.061741,815.47,60.0,815.47,30.0
490.851,10485.0,490.851,36700.0,490.851,-5.0,490.851,-22.0,816.821,-2.05544,815.98,60.0,815.98,30.0
491.162,15728.0,491.162,26214.0,491.162,12.0,491.162,-3.0,817.35,-2.047364,816.475,60.0,816.475,30.0
491.439,10485.0,491.439,31457.0,491.439,-11.0,491.439,-25.0,817.785,-2.03937,816.953,75.0,816.953,45.0
491.735,5242.0,491.735,5242.0,491.735,5.0,491.735,5.0,818.318,-2.032917,817.438,60.0,817.438,30.0
492.037,5242.0,492.037,15728.0,492.037,4.0,492.037,-13.0,818.799,-2.025309,817.969,60.0,817.969,30.0
492.368,5242.0,492.368,26214.0,492.368,1.0,492.368,-4.0,819.334,-2.01708,818.441,75.0,818.441,45.0
492.643,5242.0,492.643,5242.0,492.643,-10.0,492.643,20.0,819.798,-2.008731,818.935,60.0,818.935,30.0
492.93,0.0,492.93,10485.0,492.93,-8.0,492.93,1.0,820.304,-1.999607,819.477,75.0,819.477,45.0
493.232,26214.0,493.232,20971.0,493.232,0.0,493.232,-6.0,820.779,-1.991686,819.955,60.0,819.955,30.0
493.535,47185.0,493.535,15728.0,493.535,81.0,493.535,83.0,821.293,-1.983043,820.427,60.0,820.427,30.0
493.795,10485.0,493.795,20971.0,493.795,-214.0,493.795,-135.0,821.776,-1.97259,820.951,60.0,820.951,30.0
494.131,-5242.0,494.131,10485.0,494.131,9.0,494.131,-59.0,822.34,-1.962038,821.446,75.0,821.446,45.0
494.441,0.0,494.441,36700.0,494.441,110.0,494.441,-143.0,822.791,-1.952796,821.924,60.0,821.924,30.0
494.721,0.0,494.721,36700.0,494.721,26.0,494.721,-216.0,823.314,-1.942768,822.428,75.0,822.428,45.0
495.025,-26214.0,495.025,62914.0,495.025,-148.0,495.025,45.0,823.768,-1.931252,822.964,75.0,822.964,45.0
495.291,-31457.0,495.291,26214.0,495.291,-199.0,495.291,76.0,824.281,-1.920055,823.417,60.0,823.417,30.0
495.675,-5242.0,495.675,31457.0,495.675,-124.0,495.675,-40.0,824.758,-1.909118,823.928,75.0,823.928,45.0
495.924,-41943.0,495.924,57671.0,495.924,-28.0,495.924,-84.0,825.302,-1.899094,824.454,90.0,824.454,30.0
496.215,-62914.0,496.215,26214.0,496.215,-11.0,496.215,8.0,826.277,-1.875665,824.913,75.0,824.913,45.0
496.541,-31457.0,496.541,41943.0,496.541,-104.0,496.541,147.0,826.81,-1.863543,825.44,75.0,825.44,15.0
496.824,-31457.0,496.824,57671.0,496.824,53.0,496.824,199.0,827.284,-1.851759,825.925,45.0,825.925,45.0
497.14,-41943.0,497.14,47185.0,497.14,-112.0,497.14,66.0,827.756,-1.839164,826.441,75.0,826.441,45.0
497.411,-68157.0,497.411,41943.0,497.411,-101.0,497.411,251.0,828.295,-1.826834,826.938,60.0,826.938,30.0
497.716,-73400.0,497.716,41943.0,497.716,-141.0,497.716,217.0,828.758,-1.815484,827.419,75.0,827.419,45.0
498.017,-89128.0,498.017,57671.0,498.017,-94.0,498.017,-112.0,829.278,-1.803829,827.9,60.0,827.9,30.0
498.318,-131071.0,498.318,78643.0,498.318,169.0,498.318,-60.0,829.795,-1.791655,828.421,75.0,828.421,45.0
498.662,-99614.0,498.662,57671.0,498.662,174.0,498.662,-101.0,830.292,-1.778287,828.905,75.0,828.905,45.0
498.909,-110100.0,498.909,83886.0,498.909,-24.0,498.909,-212.0,830.78,-1.765488,829.39,60.0,829.39,30.0
499.211,-104857.0,499.211,78643.0,499.211,280.0,499.211,259.0,831.352,-1.753354,829.955,60.0,829.955,30.0
499.527,-115343.0,499.527,78643.0,499.527,116.0,499.527,168.0,831.756,-1.741612,830.418,60.0,830.418,30.0
499.776,-141557.0,499.776,110100.0,499.776,-4.0,499.776,-13.0,832.266,-1.729424,830.965,60.0,830.965,30.0
500.129,-141557.0,500.129,104857.0,500.129,5.0,500.129,29.0,832.737,-1.716984,831.427,75.0,831.427,45.0
500.408,-131071.0,500.408,99614.0,500.408,146.0,500.408,-120.0,833.262,-1.703959,831.909,60.0,831.909,30.0
500.717,-125829.0,500.717,115343.0,500.717,-99.0,500.717,-173.0,833.75,-1.691934,832.386,60.0,832.386,30.0
500.999,-110100.0,500.999,115343.0,500.999,0.0,500.999,234.0,834.27,-1.678646,832.915,45.0,832.915,45.0
501.308,-115343.0,501.308,110100.0,501.308,-4.0,501.308,-113.0,834.734,-1.665618,833.43,60.0,833.43,30.0
501.625,-104857.0,501.625,162529.0,501.625,-32.0,501.625,53.0,835.254,-1.652721,833.879,60.0,833.879,30.0
501.899,-52428.0,501.899,125829.0,501.899,80.0,501.899,-42.0,835.724,-1.640054,834.389,60.0,834.389,30.0
502.197,-57671.0,502.197,146800.0,502.197,-55.0,502.197,131.0,836.271,-1.627198,834.897,75.0,834.897,15.0
502.498,-47185.0,502.498,152043.0,502.498,54.0,502.498,-3.0,837.262,-1.599352,835.368,75.0,835.368,45.0
502.822,-68157.0,502.822,157286.0,502.822,52.0,502.822,135.0,837.717,-1.586201,835.873,75.0,835.873,45.0
503.127,-41943.0,503.127,146800.0,503.127,139.0,503.127,24.0,838.224,-1.573186,836.391,60.0,836.391,30.0
503.389,5242.0,503.389,131071.0,503.389,90.0,503.389,-84.0,838.713,-1.559909,836.879,60.0,836.879,30.0
503.688,10485.0,503.688,131071.0,503.688,64.0,503.688,-25.0,839.235,-1.547105,837.392,60.0,837.392,30.0
503.988,31457.0,503.988,141557.0,503.988,181.0,503.988,-120.0,839.729,-1.533561,837.875,75.0,837.875,45.0
504.296,57671.0,504.296,104857.0,504.296,72.0,504.296,12.0,840.255,-1.520169,838.362,60.0,838.362,30.0
504.618,62914.0,504.618,68157.0,504.618,-17.0,504.618,-193.0,840.728,-1.504855,838.89,60.0,838.89,30.0
504.931,83886.0,504.931,73400.0,504.931,-52.0,504.931,-119.0,841.231,-1.489096,839.381,75.0,839.381,45.0
505.188,62914.0,505.188,73400.0,505.188,-47.0,505.188,-200.0,841.702,-1.47355,839.857,75.0,839.857,45.0
505.484,110100.0,505.484,73400.0,505.484,0.0,505.484,-310.0,842.23,-1.45891,840.406,75.0,840.406,45.0
505.791,110100.0,505.791,10485.0,505.791,-7.0,505.791,-245.0,843.244,-1.428127,840.876,75.0,840.876,45.0
506.119,125829.0,506.119,47185.0,506.119,163.0,506.119,-281.0,843.695,-1.413849,841.346,60.0,841.346,30.0
506.385,141557.0,506.385,10485.0,506.385,-13.0,506.385,-211.0,844.245,-1.399886,841.873,60.0,841.873,30.0
506.676,136314.0,506.676,-5242.0,506.676,-169.0,506.676,-156.0,844.697,-1.38529,842.343,75.0,842.343,45.0
507.031,120586.0,507.031,15728.0,507.031,-2.0,507.031,-264.0,845.203,-1.371158,842.93,75.0,842.93,45.0
507.279,146800.0,507.279,15728.0,507.279,-161.0,507.279,-122.0,845.683,-1.356428,843.363,60.0,843.363,30.0
507.612,141557.0,507.612,-15728.0,507.612,-115.0,507.612,-259.0,846.224,-1.342462,843.886,90.0,843.886,30.0
507.875,157286.0,507.875,-10485.0,507.875,-264.0,507.875,68.0,846.679,-1.327164,844.37,60.0,844.37,30.0
508.171,162529.0,508.171,-10485.0,508.171,-39.0,508.171,-66.0,847.2,-1.312257,844.85,75.0,844.85,45.0
508.478,214957.0,508.478,5242.0,508.478,-84.0,508.478,-125.0,847.692,-1.297023,845.374,75.0,845.374,45.0
508.742,162529.0,508.742,-31457.0,508.742,-90.0,508.742,-60.0,848.198,-1.281738,845.834,60.0,845.834,30.0
509.126,183500.0,509.126,-5242.0,509.126,-144.0,509.126,-87.0,848.685,-1.265843,846.358,45.0,846.358,45.0
509.361,204472.0,509.361,-31457.0,509.361,0.0,509.361,-167.0,849.229,-1.250277,846.863,60.0,846.863,30.0
509.66,188743.0,509.66,-5242.0,509.66,-224.0,509.66,45.0,849.693,-1.235371,847.357,60.0,847.357,30.0
509.967,230686.0,509.967,-15728.0,509.967,-63.0,509.967,45.0,850.202,-1.220773,847.85,60.0,847.85,30.0
510.274,199229.0,510.274,0.0,510.274,-194.0,510.274,171.0,850.68,-1.204973,848.334,60.0,848.334,30.0
510.599,241172.0,510.599,-10485.0,510.599,-32.0,510.599,130.0,851.21,-1.189849,848.823,75.0,848.823,45.0
510.834,262143.0,510.834,26214.0,510.834,-248.0,510.834,-43.0,851.673,-1.175833,849.346,60.0,849.346,30.0
511.196,235929.0,511.196,20971.0,511.196,68.0,511.196,-85.0,852.175,-1.160503,849.816,60.0,849.816,30.0
511.46,188743.0,511.46,20971.0,511.46,-305.0,511.46,-37.0,852.661,-1.146791,850.313,75.0,850.313,45.0
511.73,183500.0,511.73,15728.0,511.73,-154.0,511.73,-38.0,853.191,-1.131227,850.867,75.0,850.867,45.0
512.099,220200.0,512.099,26214.0,512.099,-74.0,512.099,-93.0,853.664,-1.115226,851.336,75.0,851.336,45.0
512.356,220200.0,512.356,31457.0,512.356,-266.0,512.356,-55.0,854.185,-1.099227,851.818,60.0,851.818,30.0
512.652,214957.0,512.652,15728.0,512.652,67.0,512.652,-51.0,854.673,-1.0844,852.344,75.0,852.344,45.0
512.957,220200.0,512.957,62914.0,512.957,-16.0,512.957,-134.0,855.202,-1.068756,852.869,60.0,852.869,30.0
513.287,241172.0,513.287,57671.0,513.287,-153.0,513.287,-12.0,855.657,-1.051607,853.336,75.0,853.336,45.0
513.601,199229.0,513.601,26214.0,513.601,-140.0,513.601,80.0,856.18,-1.035965,853.828,60.0,853.828,30.0
513.85,235929.0,513.85,20971.0,513.85,2.0,513.85,-52.0,856.647,-1.019817,854.348,60.0,854.348,30.0
514.155,214957.0,514.155,47185.0,514.155,-65.0,514.155,-170.0,857.174,-1.004741,854.826,75.0,854.826,15.0
514.448,188743.0,514.448,47185.0,514.448,-7.0,514.448,-68.0,857.644,-0.989462,855.308,75.0,855.308,45.0
514.753,204472.0,514.753,20971.0,514.753,-19.0,514.753,-314.0,858.192,-0.975132,856.291,75.0,856.291,45.0
515.115,220200.0,515.115,15728.0,515.115,-121.0,515.115,-133.0,858.658,-0.961193,856.797,60.0,856.797,30.0
515.361,209715.0,515.361,31457.0,515.361,23.0,515.361,-313.0,859.153,-0.94595,857.32,60.0,857.32,30.0
515.643,267386.0,515.643,10485.0,515.643,-124.0,515.643,-134.0,859.636,-0.930725,857.832,60.0,857.832,30.0
515.938,204472.0,515.938,10485.0,515.938,-8.0,515.938,-236.0,860.158,-0.915221,858.322,45.0,858.322,45.0
516.253,204472.0,516.253,5242.0,516.253,-119.0,516.253,-232.0,860.636,-0.901043,858.797,75.0,858.797,45.0
516.569,204472.0,516.569,5242.0,516.569,-51.0,516.569,-43.0,861.169,-0.885782,859.316,75.0,859.316,45.0
516.844,288358.0,516.844,10485.0,516.844,109.0,516.844,-77.0,861.645,-0.869293,859.804,75.0,859.804,45.0
517.154,246415.0,517.154,20971.0,517.154,150.0,517.154,-179.0,862.162,-0.852682,860.277,60.0,860.277,30.0
517.449,220200.0,517.449,-5242.0,517.449,-12.0,517.449,-213.0,862.62,-0.838679,860.78,75.0,860.78,45.0
517.71,220200.0,517.71,15728.0,517.71,-91.0,517.71,97.0,863.165,-0.824898,861.321,60.0,861.321,30.0
518.087,230686.0,518.087,20971.0,518.087,-46.0,518.087,-66.0,863.649,-0.810429,861.798,60.0,861.798,30.0
518.333,193986.0,518.333,-10485.0,518.333,92.0,518.333,-80.0,864.172,-0.796344,862.269,60.0,862.269,30.0
518.638,209715.0,518.638,15728.0,518.638,-12.0,518.638,-3.0,864.616,-0.78216,862.803,60.0,862.803,30.0
518.94,214957.0,518.94,-5242.0,518.94,-48.0,518.94,-245.0,865.166,-0.768964,863.292,75.0,863.292,45.0
519.245,235929.0,519.245,5242.0,519.245,-149.0,519.245,1.0,865.616,-0.75597,863.768,60.0,863.768,30.0
519.585,277872.0,519.585,31457.0,519.585,-233.0,519.585,65.0,866.148,-0.742635,864.264,60.0,864.264,30.0
519.829,241172.0,519.829,5242.0,519.829,39.0,519.829,-69.0,866.623,-0.728419,864.81,90.0,864.81,30.0
520.148,225443.0,520.148,5242.0,520.148,-123.0,520.148,187.0,867.155,-0.714136,865.259,60.0,865.259,30.0
520.442,241172.0,520.442,10485.0,520.442,88.0,520.442,54.0,867.616,-0.699199,865.767,60.0,865.767,30.0
520.735,225443.0,520.735,-10485.0,520.735,-42.0,520.735,47.0,868.127,-0.684728,866.287,75.0,866.287,45.0
521.055,235929.0,521.055,0.0,521.055,109.0,521.055,137.0,868.66,-0.670281,866.758,75.0,866.758,45.0
521.33,235929.0,521.33,-10485.0,521.33,212.0,521.33,-260.0,869.124,-0.655176,867.286,60.0,867.286,30.0
521.647,220200.0,521.647,31457.0,521.647,63.0,521.647,-9.0,869.608,-0.64266,867.776,60.0,867.776,30.0
521.917,246415.0,521.917,0.0,521.917,83.0,521.917,-31.0,870.158,-0.628796,868.29,60.0,868.29,30.0
522.192,251658.0,522.192,20971.0,522.192,-163.0,522.192,-117.0,870.613,-0.615001,868.781,60.0,868.781,30.0
522.553,262143.0,522.553,0.0,522.553,61.0,522.553,-162.0,871.13,-0.608638,869.267,60.0,869.267,30.0
522.824,262143.0,522.824,5242.0,522.824,-51.0,522.824,-160.0,871.59,-0.673597,869.746,60.0,869.746,30.0
523.113,225443.0,523.113,-15728.0,523.113,-45.0,523.113,-203.0,872.16,-0.849741,870.265,60.0,870.265,30.0
523.426,241172.0,523.426,0.0,523.426,-96.0,523.426,-196.0,872.591,-1.099793,870.75,3307.0,870.75,1353.0
523.752,256900.0,523.752,15728.0,523.752,78.0,523.752,-191.0,873.165,-1.397003,871.264,5063.0,871.264,695.0
524.032,256900.0,524.032,15728.0,524.032,-55.0,524.032,-5.0,873.586,-1.704543,871.722,5818.0,871.722,742.0
524.611,256900.0,524.611,10485.0,524.611,86.0,524.611,-112.0,874.115,-1.957798,872.729,6809.0,872.729,1393.0
524.912,230686.0,524.912,0.0,524.912,32.0,524.912,-94.0,874.595,-2.1263,873.257,7034.0,873.257,1995.0
525.219,183500.0,525.219,15728.0,525.219,-130.0,525.219,111.0,875.13,-2.320447,873.773,6209.0,873.773,3590.0
525.509,193986.0,525.509,15728.0,525.509,164.0,525.509,-153.0,875.6,-2.527741,874.229,7090.0,874.229,3681.0
525.833,199229.0,525.833,0.0,525.833,31.0,525.833,10.0,876.14,-2.713885,874.759,6664.0,874.759,4913.0
526.112,230686.0,526.112,-10485.0,526.112,199.0,526.112,-174.0,876.67,-2.8506,875.276,8437.0,875.276,3939.0
526.416,204472.0,526.416,10485.0,526.416,-15.0,526.416,-170.0,877.105,-2.966419,875.75,7508.0,875.75,4755.0
526.721,235929.0,526.721,26214.0,526.721,21.0,526.721,-29.0,877.57,-3.088721,876.227,7050.0,876.227,5186.0
527.038,199229.0,527.038,-5242.0,527.038,62.0,527.038,95.0,878.102,3.108508,876.743,7478.0,876.743,4732.0
527.306,230686.0,527.306,15728.0,527.306,105.0,527.306,238.0,878.568,3.022243,877.215,7680.0,877.215,4500.0
527.6,183500.0,527.6,15728.0,527.6,209.0,527.6,165.0,879.114,2.961245,877.718,6894.0,877.718,5261.0
527.951,209715.0,527.951,0.0,527.951,77.0,527.951,111.0,879.563,2.938185,878.246,7155.0,878.246,4884.0
528.21,262143.0,528.21,-10485.0,528.21,45.0,528.21,-142.0,880.073,2.93651,878.746,6740.0,878.746,5316.0
528.531,262143.0,528.531,0.0,528.531,43.0,528.531,1.0,880.573,2.925443,879.238,5951.0,879.238,6163.0
528.795,214957.0,528.795,-20971.0,528.795,44.0,528.795,66.0,881.079,2.952832,879.723,6510.0,879.723,5500.0
529.094,241172.0,529.094,-15728.0,529.094,-63.0,529.094,-28.0,881.574,2.982699,880.207,6736.0,880.207,5383.0
529.405,235929.0,529.405,-26214.0,529.405,-6.0,529.405,62.0,882.106,3.038335,880.702,5675.0,880.702,6270.0
529.669,246415.0,529.669,-5242.0,529.669,24.0,529.669,-139.0,882.581,3.10218,881.227,6220.0,881.227,5482.0
530.044,241172.0,530.044,-10485.0,530.044,19.0,530.044,-122.0,883.086,-3.112026,881.703,6223.0,881.703,5703.0
530.297,214957.0,530.297,-41943.0,530.297,319.0,530.297,-136.0,883.552,-3.039215,882.24,6490.0,882.24,5409.0
530.584,251658.0,530.584,-41943.0,530.584,156.0,530.584,-213.0,884.08,-2.983539,882.73,5946.0,882.73,5799.0
