Tiempo,Profundidad,Temperatura,pH,DO_SAT,DO,Blue,Chl
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
