Tiempo,Profundidad,Temperatura,pH,DO_SAT,DO,Blue,Chl
,-682.512,218.813,664.038,958.595,840.129,601.721,961.517
,-672.602,218.432,664.145,953.739,836.488,427.045,165.572
,-682.512,218.323,664.021,954.453,8.3729,437.382,36.015
,-552.694,217.215,720.569,898.512,789.905,261.476,55.547
,-553.685,216.772,720.941,901.803,793.476,459.123,626.723
,-550.712,216.032,721.608,903.283,795.918,467.668,665.848
,-557.648,215.499,722.132,899.819,793.686,546.809,645.574
,-555.666,215.009,722.351,901.899,796.277,490.366,629.017
,-552.694,214.806,721.801,90.401,798.456,426.444,679.263
,-553.685,214.653,722.221,904.479,799.108,481.359,571.982
,-555.666,214.165,722.724,900.416,796.273,445.345,546.476
,-551.703,213.691,723.327,903.754,7.9996,681.575,696.016
,-556.657,213.481,719.971,90.034,797.264,314.775,438.783
,-558.639,213.121,689.411,900.931,798.345,250.589,213.438
,-551.703,21.253,702.751,900.278,798.685,301.555,326.358
,-552.694,21.21,700.227,901.887,800.784,233.424,330.231
,-54.873,211.629,707.362,900.098,7.9993,394.083,471.102
,-555.666,211.315,7.0363,908.213,807.636,598.696,636.744
,-558.639,210.976,nan,903.111,803.631,368.837,7.368
,-556.657,210.205,704.567,902.158,803.647,325.707,21.915
,-549.721,20.983,708.497,902.219,804.636,331.495,nan
,-553.685,209.681,710.261,904.447,806.858,548.979,648.428
,-545.757,209.573,7.0964,906.618,808.967,606.473,681.599
,nan,20.944,701.421,910.124,812.306,370.236,583.977
,-555.666,209.339,nan,901.654,804.905,485.211,688.636
,-554.676,209.181,691.819,906.013,809.046,5.5808,71.595
,-558.639,209.006,696.357,905.583,8.0894,321.858,600.423
,-561.612,208.808,698.712,904.749,808.508,416.329,577.029
,-556.657,208.359,698.035,908.431,812.513,638.815,643.312
,-555.666,208.198,692.781,904.911,8.0962,nan,614.902
,-547.739,207.675,700.633,907.876,813.107,422.267,657.259
,-554.676,207.452,704.846,910.853,816.131,508.275,723.476
,-551.703,207.166,702.765,903.041,809.586,438.499,653.845
,-551.703,207.003,691.445,903.419,810.183,429.533,73.153
,-551.703,206.164,693.713,902.445,810.069,424.958,612.022
,-558.639,205.504,697.999,90.47,812.672,561.072,586.787
,-558.639,204.752,701.108,910.655,820.298,612.434,685.105
,-556.657,203.758,706.484,908.128,819.628,370.999,674.852
,-552.694,20.334,707.442,907.829,820.035,385.364,458.121
,-555.666,202.756,708.366,906.667,819.931,3.7163,355.877
,-55.963,202.583,690.801,90.934,8.2263,426.778,229.206
,-519.991,nan,708.934,105.281,946.071,119.057,nan
,-515.036,217.478,707.855,109.2,959.521,571.427,0
,-513.054,229.205,707.278,112.177,9.6378,0,0
,-5.081,234.074,707.485,114.936,978.425,0,0
,-515.036,23.893,707.012,118.133,996.515,0,0
,-512.063,241.249,706.647,118.939,998.974,888.118,0
,-512.063,243.585,706.429,119.516,999.462,161.558,0
,-513.054,244.677,705.432,119.084,993.835,103.415,0
,-506.118,246.317,705.598,119.608,995.177,0,395.091
,-510.081,247.198,705.533,119.625,993.696,0,0
,-185.041,248.163,705.787,118.72,984.422,0,0
,649.363,248.986,705.504,119.389,988.467,0,0
,284.683,250.163,705.156,120.171,992.786,95.677,0
,-440.713,250.649,705.063,120.664,995.963,247.371,0
,-516.027,25.12,704.395,119.212,982.985,416.631,112.933
,-523.955,252.137,704.357,117.121,964.082,0,0
,-522.964,252.411,704.162,116.663,959.829,35.564,0
,-517.018,252.776,7.0447,116.933,961.405,203.218,505.128
,nan,253.262,702.779,118.158,970.615,272.827,0
,-524.946,253.575,704.381,118.186,970.284,246.719,0
,-519.991,253.687,704.243,116.278,954.425,650.384,0
,-520.982,nan,704.042,116.4,954.882,324.578,0
,-527.919,254.368,704.168,115.573,947.453,0,111.271
,-512.063,254.489,704.263,115.73,948.535,0,0
,-517.018,25.473,703.526,114.017,934.078,674.653,0
,-511.072,254.941,703.865,113.443,9.2902,164.431,131.794
,257.926,254.945,704.511,113.901,932.765,0,0
,110.521,255.117,705.349,116.574,954.353,0,988.164
,192.475,254.758,707.119,121.24,993.202,0,0
,257.582,254.297,707.653,123.841,10.1537,850.869,118.174
,258.276,253.797,707.304,126.723,10.3995,259.918,0
,258.177,253.304,707.144,126.621,10.4005,678.549,0
,209.718,253.139,707.051,126.047,10.3565,107.676,493.626
,138.764,252.944,707.142,125.293,10.2983,102.367,0
,-591.865,253.092,706.788,121.95,10.0251,0,0
,-516.027,253.501,704.788,118.272,971.849,879.381,nan
,-514.045,253.959,704.373,114.376,938.346,256.456,0
,-516.027,254.582,704.243,112.347,920.648,492.759,0
,-516.027,254.955,704.123,111.333,911.717,0,0
,-516.027,255.195,703.938,110.282,902.719,1.583,0
,-518.009,255.305,703.822,109.299,8.9449,195.837,0
,-515.036,255.399,703.246,109.229,893.759,173.284,0
,-517.018,255.579,702.347,108.554,8.8795,793.626,45.356
,-517.018,255.701,699.553,107.686,880.649,0,0
,-512.063,255.805,700.122,107.625,879.984,753.113,0
,-518.009,255.951,701.271,107.611,879.639,134.706,0
,-515.036,256.031,701.473,107.013,874.624,58.946,0
,-517.018,255.947,701.453,106.499,870.549,0,0
,-513.054,256.153,702.013,107.375,877.386,0,0
,-516.027,256.172,7.0243,106.585,8.709,947.273,0
,-518.009,256.235,702.551,106.24,867.981,1.019,0
,-512.063,256.306,702.726,107.673,879.571,122.682,0
,-517.018,256.408,703.119,108.584,8.8685,120.069,0
,-513.054,256.576,702.463,109.093,890.737,0,0
,-518.009,256.481,702.895,109.209,891.835,0,0
,-510.081,25.656,700.877,109.069,890.562,0,0
,-510.081,256.742,702.867,108.75,887.666,0,0
,-507.109,25.673,703.572,108.491,885.595,101.323,0
,-513.054,25.687,703.484,108.502,8.8566,126.071,0
,-512.063,256.987,703.588,108.046,881.525,776.831,0
,-515.036,256.956,703.536,108.008,881.264,210.833,0
,-516.027,257.009,684.957,107.9,8.803,256.768,0
,-511.072,257.021,698.097,108.228,882.949,0,108.687
,-5.081,257.096,700.229,108.242,882.944,0,0
,-512.063,257.052,701.803,108.221,882.848,419.113,730.585
,-519,257.229,7.0209,108.228,882.623,453.537,266.238
,191.531,257.213,703.484,108.558,885.336,59.438,0
,106.756,257.125,703.487,112.031,913.809,0,0
,189.502,256.763,706.374,117.707,960.736,60.704,0
,243.808,256.097,706.568,121.161,990.131,0,0
,243.907,255.368,706.023,123.528,10.1082,939.259,548.668
,242.916,255.083,705.822,125.728,10.2936,0,0
,2.4361,255.055,705.573,125.994,10.3159,722.124,0
,243.907,254.811,705.543,126.316,10.3469,0,0
,nan,254.776,705.359,127.411,10.4372,0,154.927
,244.303,254.653,705.292,126.856,10.3942,114.921,145.205
,244.601,254.721,705.171,127.301,10.4292,0,87.922
,nan,254.582,705.064,127.303,10.4321,0,0
,197.826,254.551,704.993,nan,10.4131,261.756,351.955
,128.062,254.351,705.745,123.315,10.1096,0,0
,55.522,254.405,706.229,119.825,982.252,703.989,0
,-160.266,254.253,706.435,116.309,953.692,131.166,0
,-516.027,254.608,704.676,112.329,920.463,971.518,0
,-282.157,254.876,704.962,109.739,898.796,0,0
,580.985,255.445,704.027,111.123,909.183,173.507,0
,141.836,255.766,705.364,115.257,942.455,814.796,198.983
,226.367,255.569,706.273,119.362,9.7637,0,0
,2.3033,255.142,706.591,122.594,nan,816.061,0
,2.2934,254.882,7.065,124.084,10.1627,0,557.785
,2.2924,254.681,706.344,125.033,10.2442,372.688,0
,nan,254.684,706.111,125.008,10.2421,0,201.383
,230.033,254.653,706.045,124.87,10.2314,0,122.533
,2.3043,254.617,705.826,124.725,10.2201,0,547.206
,221.412,254.671,7.0574,124.941,10.2369,133.803,0
,151.647,254.726,nan,123.707,10.1348,112.058,0
,884.691,254.578,706.613,119.381,978.301,30.606,0
,-518.009,254.643,706.652,112.847,924.642,749.157,226.615
,-211.797,255.154,705.592,109.775,898.636,79.628,97.022
,651.345,255.467,705.198,111.825,914.892,706.001,148.419
,150.755,255.867,706.599,115.849,947.122,438.811,171.183
,231.916,255.515,707.132,119.578,978.238,596.047,134.959
,2.447,255.094,707.051,123.035,10.0729,73.672,119.625
,244.799,254.795,7.0697,124.124,10.1676,477.502,941.845
,185.935,254.724,706.987,123.837,10.1455,30.398,159.098
,114.882,254.708,7.0733,121.692,996.995,0,152.189
,426.393,254.684,707.745,118.248,968.823,0,135.527
,-295.039,25.469,7.0752,113.798,932.358,0,153.058
,-511.072,255.012,706.175,109.827,899.288,0,16.489
,-5.081,255.229,705.542,108.766,890.251,196.506,133.685
,-511.072,255.665,705.232,108.46,887.043,123.015,114.973
,-515.036,255.758,704.807,108.23,885.005,120.299,129.972
,-515.036,25.599,7.054,108.234,884.663,0,174.154
,-512.063,256.133,nan,107.738,880.383,158.293,225.505
,-518.009,256.331,706.248,107.56,878.606,543.306,16.077
,-514.045,256.425,706.509,107.291,876.264,nan,125.165
,-513.054,256.551,706.551,108.047,882.112,381.714,246.361
,-505.127,nan,706.531,106.904,872.363,133.691,232.781
,-510.081,256.836,706.634,107.588,878.025,0,117.162
,-507.109,256.969,7.0667,107.106,873.881,1.4574,212.603
,-510.081,25.698,706.734,107.35,875.858,461.204,222.261
,-50.909,25.704,707.033,106.548,869.213,696.123,187.051
,-514.045,257.071,706.971,105.82,863.232,262.005,303.323
,150.901,257.176,7.0762,107.04,873.015,112.737,22.149
,103.584,257.226,707.205,111.4,9.0849,119.076,244.727
,1.8752,257.147,708.563,117.561,958.871,0,206.019
,2.5124,256.694,709.305,122.052,996.325,967.166,263.029
,213.385,255.819,709.513,125.193,10.236,0,195.689
,143.719,255.412,709.681,123.284,10.0874,528.942,185.288
,721.704,255.216,710.085,119.14,975.181,58.293,116.036
,-145.925,255.132,710.841,114.886,940.505,0,226.455
,-50.909,255.227,7.0939,110.823,907.091,738.632,191.048
,-515.036,255.671,708.337,110.399,902.883,251.419,236.778
,-511.072,25.595,708.098,108.493,886.848,0,146.044
,-514.045,256.272,708.012,107.156,875.406,0,261.412
,-444.677,nan,707.868,105.932,864.889,167.455,192.236
,129.647,25.682,709.843,108.903,888.968,0,148.262
,213.781,25.682,709.843,113.318,924.816,0,219.795
,249.555,255.535,709.201,123.434,10.0975,149.097,227.895
,nan,255.244,7.0897,125.342,10.259,0,214.306
,195.052,255.018,709.184,126.661,10.3712,0,196.617
,123.404,254.965,nan,122.598,10.0395,1.046,174.823
,nan,254.959,709.748,117.936,965.787,548.995,146.996
,-205.851,254.678,710.991,114.336,936.783,336.524,12.721
,-517.018,254.712,708.974,110.491,905.228,600.373,202.216
,-519.991,255.197,7.0816,108.216,885.804,nan,176.991
,-5.081,25.556,708.079,107.176,876.707,0,22.177
,-515.036,nan,707.999,106.934,8.7405,123.463,19.581
,-510.081,256.116,nan,106.29,868.575,69.104,305.461
,-516.027,25.648,708.071,105.244,859.456,344.256,23.718
,-510.081,256.806,708.052,104.909,856.213,0,27.535
,-511.072,256.696,707.981,104.433,852.495,322.604,284.021
,-5.081,256.794,707.592,104.334,851.536,0,266.475
,-515.036,25.686,707.217,104.371,851.735,348.491,258.096
,-50.909,256.792,706.351,103.615,845.675,892.038,183.488
,-510.081,257.025,705.953,104.148,849.665,206.938,178.437
,-516.027,256.966,7.0498,nan,849.231,167.647,286.684
,-5.081,257.085,704.734,103.859,847.209,1.5203,187.648
,-511.072,257.116,705.386,103.845,847.047,0,238.388
,-50.909,257.175,705.934,104.304,8.507,315.854,266.713
,-511.072,257.139,706.379,103.942,847.808,848.035,185.725
,-512.063,257.052,706.651,103.916,847.727,104.678,189.268
,-50.909,257.173,706.645,104.198,849.843,0,381.692
,-513.054,257.276,706.733,104.055,848.516,0,25.302
,nan,257.269,705.993,103.884,847.134,158.073,150.633
,-50.909,257.229,7.0507,104.087,848.848,940.711,18.943
,-515.036,257.249,702.496,103.742,846.002,274.174,243.867
,-512.063,257.334,701.363,104.337,850.802,300.859,195.084
,-513.054,257.366,701.589,103.417,843.225,925.408,144.505
,-511.072,257.238,701.927,104.213,849.858,156.449,241.073
,-504.136,257.316,702.105,103.894,847.142,876.252,279.978
,-510.081,257.232,702.239,103.685,845.568,853.688,257.636
,-507.109,25.739,702.353,103.948,847.464,153.577,282.848
,-5.081,257.313,702.654,103.194,841.438,21.863,25.362
,-511.072,257.347,702.749,103.752,845.936,0,209.346
,-513.054,25.732,703.079,103.88,847.017,101.052,1.591
,-515.036,25.726,703.299,103.603,844.854,745.016,23.142
,-511.072,257.414,703.625,103.644,844.948,121.294,225.037
,-510.081,257.294,703.809,103.967,847.771,232.768,209.688
,-512.063,257.402,7.0421,102.813,8.3819,582.371,221.889
,-513.054,257.314,704.416,103.495,843.886,103.293,112.786
,-513.054,257.351,704.619,103.704,845.535,0,173.483
,-512.063,257.311,704.748,103.026,840.069,633.319,151.412
,nan,257.464,705.057,103.193,841.196,128.555,303.814
,-514.045,257.388,705.167,103.926,847.287,178.709,205.199
,-513.054,257.395,706.044,105.42,859.457,104.129,182.883
,-510.081,257.516,706.335,104.918,855.176,1.615,287.511
,-50.909,257.515,706.212,104.731,853.657,114.111,174.389
,-50.909,257.433,7.0587,105.749,862.081,0,165.272
,-519.991,25.743,705.366,105.963,863.829,766.818,nan
,-515.036,257.484,7.0672,106.331,866.747,161.017,186.878
,-50.909,257.467,7.0689,107.689,877.845,69.001,200.108
,-511.072,257.483,710.093,107.548,876.664,637.566,199.528
,-519,25.747,696.511,108.174,881.788,0,212.362
,-517.018,25.748,697.208,107.626,8.7731,223.266,113.984
,-511.072,257.492,697.917,109.178,889.942,164.982,276.529
,-512.063,257.355,697.529,109.139,889.841,119.977,237.075
,-510.081,257.526,698.306,109.44,892.019,129.634,310.819
,-507.109,257.328,698.742,109.476,892.638,125.756,201.952
,-512.063,257.514,699.282,108.962,888.143,883.598,194.313
,-5.081,257.352,699.243,109.551,893.208,0,174.427
,-517.018,257.303,699.717,109.231,890.677,188.609,230.255
,-519.991,257.372,699.851,109.96,896.513,0,163.414
,-513.054,257.285,700.264,109.613,8.9382,116.792,203.557
,-512.063,257.249,699.597,108.719,886.592,235.218,247.432
,-513.054,257.275,701.127,109.127,889.873,79.521,192.086
,-514.045,257.143,701.046,109.134,890.149,447.958,206.132
,-512.063,257.268,701.356,109.036,889.149,150.164,204.398
,-501.163,257.331,701.256,109.155,890.016,113.022,16.231
,-510.081,257.316,701.252,107.919,879.962,850.945,188.718
,-511.072,257.291,701.204,109.118,889.776,1.3458,269.086
,-50.909,257.337,701.267,108.506,884.712,287.266,204.432
,nan,25.726,702.473,109.069,nan,0,19.496
,100.314,257.184,704.309,114.738,935.785,686.138,178.963
,185.637,256.443,705.722,120.61,985.011,501.404,147.835
,250.745,255.955,705.988,127.069,10.3868,720.494,21.545
,250.646,255.527,705.728,129.616,10.6033,0,nan
,250.646,255.116,705.716,130.26,10.664,868.002,226.239
,241.132,254.922,nan,130.491,10.6867,1.0978,151.526
,230.529,254.907,706.222,129.323,10.5914,149.987,118.794
,248.961,25.452,705.553,129.59,10.6208,114.488,108.864
,250.348,254.451,705.419,129.618,10.6243,667.647,169.974
,247.871,254.263,705.228,129.026,10.5794,551.773,157.927
,247.078,254.095,704.894,129.556,10.6262,111.322,377.099
,246.186,254.007,7.0484,129.922,10.6579,272.316,13.328
,247.078,254.061,704.975,128.985,10.58,442.072,143.458
,246.384,253.903,7.049,128.656,10.5561,247.702,550.126
,247.375,253.914,704.919,128.211,10.5194,108.853,118.041
,251.736,253.903,704.949,128.499,10.5425,2.0601,100.967
,251.736,254.025,704.351,128.642,10.555,0,130.545
,250.646,253.999,704.213,128.205,10.5172,nan,121.857
,249.655,254.103,704.182,128.794,10.5636,0,250.772
,250.745,254.083,704.514,129.163,10.5942,126.181,100.423
,249.754,254.075,704.519,128.414,10.5329,126.799,165.448
,244.204,254.148,704.548,127.545,10.4602,208.604,690.134
,241.033,254.139,705.196,126.947,10.4114,0,413.667
,243.808,254.027,704.933,126.808,10.4021,219.369,18.749
,251.042,254.021,7.0477,127.233,10.4371,0,1.551
,240.538,253.855,704.791,127.798,10.4866,0,166.046
,173.746,253.876,7.0505,125.024,10.2586,0,10.893
,1.0299,253.805,705.066,120.006,9.8481,431.049,804.869
,308.466,253.885,704.655,114.696,9.411,241.855,154.925
,-40.702,253.891,704.806,109.909,901.812,17.721,188.713
,-515.036,254.301,702.866,105.892,868.199,114.703,140.258
,-516.027,254.755,702.572,104.918,859.498,894.147,235.474
,-50.909,255.233,702.219,103.786,849.486,110.543,257.079
,-50.909,255.469,707.357,105.183,860.544,549.618,218.442
,-511.072,255.929,702.849,105.038,858.638,264.531,26.933
,-511.072,256.224,706.867,104.914,857.161,950.912,265.696
,-5.081,256.285,714.392,105.752,863.917,1.5713,298.497
,-515.036,256.303,nan,106.618,870.957,116.951,311.634
,-514.045,256.495,706.629,105.833,864.245,0,292.142
,-513.054,256.668,705.411,107.088,874.216,180.586,185.669
,nan,256.925,705.648,107.524,877.365,1.2515,938.936
,-517.018,256.851,705.361,107.182,874.693,0,276.256
,-515.036,256.879,705.345,106.997,8.7314,0,175.468
,-5.081,256.873,706.025,107.445,876.803,154.571,285.647
,-510.081,257.021,705.411,106.983,872.796,531.444,101.869
,-507.109,25.695,705.428,106.518,869.114,161.529,19.518
,-507.109,257.073,705.322,106.308,867.212,3.0616,nan
,-5.081,257.025,7.052,105.668,862.063,213.192,176.506
,-513.054,257.076,7.0522,105.138,857.656,0,179.668
,-5.081,257.176,705.303,104.932,855.818,121.681,11.651
,-507.109,257.063,705.194,105.042,856.897,236.595,174.452
,-504.136,257.059,705.317,105.455,860.269,766.463,202.562
,-510.081,257.077,705.332,105.387,859.686,961.445,179.885
,-510.081,257.192,705.339,104.887,855.433,404.941,136.087
,-505.127,257.093,705.319,105.156,857.775,786.123,172.472
,-5.081,257.219,7.0524,104.958,855.963,78.487,980.562
,-5.081,257.043,704.988,104.697,854.112,215.943,176.957
,-511.072,257.133,704.882,104.705,854.063,125.609,183.777
,-513.054,257.195,7.0423,104.547,8.5275,540.605,130.901
,-5.081,257.195,7.0423,104.458,851.925,126.261,136.038
,-510.081,257.068,704.392,104.647,853.665,130.709,168.262
,-519.991,257.099,7.0366,105.004,nan,602.989,123.498
,-567.558,257.176,703.945,105.168,8.5775,247.923,187.235
,-543.775,25.713,776.174,105.206,858.133,183.719,0
,-539.811,256.432,728.546,994.394,812.126,442.677,535.262
,-541.793,254.126,734.987,946.598,776.357,458.393,658.316
,-539.811,252.818,734.146,922.696,758.569,5.8422,nan
,-534.856,250.592,7.322,91.918,758.776,396.746,453.784
,-536.838,249.265,731.672,911.255,754.074,412.485,516.501
,-539.811,247.359,728.543,908.624,754.547,424.373,598.821
,-541.793,245.879,729.644,907.644,755.801,426.056,546.058
,-544.766,243.602,730.652,909.019,760.152,390.315,591.257
,-535.847,233.627,723.839,907.389,773.094,385.457,640.137
,-539.811,232.548,721.994,901.475,769.621,3.7245,598.054
,-543.775,231.924,723.421,90.034,7.6956,544.336,678.094
,-547.739,230.805,726.504,905.041,775.218,281.805,259.612
,-543.775,230.362,739.161,901.372,772.724,493.931,198.654
,-537.829,229.791,738.924,904.468,776.218,374.909,206.405
,-541.793,229.309,732.972,902.545,775.275,297.487,245.241
,-541.793,22.878,729.924,900.551,774.342,19.98,905.422
,-539.811,228.317,728.099,901.381,775.738,429.124,957.767
,-537.829,227.862,727.726,904.499,779.095,639.385,726.141
,-539.811,22.704,763.265,89.891,775.493,4.2001,254.177
,-541.793,226.417,733.739,910.705,786.601,313.592,187.829
,-540.802,225.803,731.832,904.163,781.867,478.419,173.026
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
